initializing xbee... 
starting print thread... 
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
resetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...

RUNNING: Hold upright to balance.
                 SENSORS               |            MOCAP            |
    θ    |    φ    |  L Enc  |  R Enc  |    X    |    Y    |    ψ    |
  0.022  |172.691  |  30812  | -23037  | -0.137  | -1.096  | -1.416  |
  0.039  |172.614  |  30893  | -22932  | -0.131  | -1.090  | -1.183  |
  0.065  |172.508  |  30965  | -22827  | -0.127  | -1.082  | -0.940  |
  0.077  |172.547  |  31036  | -22768  | -0.125  | -1.073  | -0.762  |
  0.064  |172.758  |  31106  | -22764  | -0.124  | -1.064  | -0.623  |
  0.058  |172.993  |  31179  | -22764  | -0.121  | -1.056  | -0.535  |
  0.053  |173.272  |  31265  | -22765  | -0.118  | -1.043  | -0.438  |
  0.049  |173.595  |  31351  | -22780  | -0.115  | -1.030  | -0.344  |
  0.037  |173.983  |  31447  | -22805  | -0.113  | -1.016  | -0.264  |
  0.028  |174.362  |  31543  | -22827  | -0.111  | -1.000  | -0.174  |
  0.021  |174.737  |  31636  | -22851  | -0.111  | -0.984  | -0.048  |
  0.010  |175.109  |  31709  | -22894  | -0.111  | -0.969  |  0.025  |
  0.021  |175.433  |  31764  | -22940  | -0.111  | -0.956  |  0.048  |
  0.018  |175.776  |  31807  | -23004  | -0.112  | -0.943  |  0.028  |
  0.012  |176.103  |  31851  | -23062  | -0.111  | -0.931  |  0.005  |
  0.009  |176.395  |  31892  | -23112  | -0.111  | -0.919  | -0.007  |
  0.004  |176.639  |  31924  | -23156  | -0.111  | -0.909  | -0.022  |
 -0.002  |176.883  |  31961  | -23195  | -0.110  | -0.901  | -0.035  |
  0.001  |177.011  |  31982  | -23214  | -0.110  | -0.894  | -0.034  |
  0.011  |177.065  |  31990  | -23223  | -0.110  | -0.889  | -0.032  |
  0.016  |177.101  |  31994  | -23230  | -0.109  | -0.886  | -0.035  |
  0.021  |177.101  |  31994  | -23230  | -0.109  | -0.884  | -0.037  |
  0.019  |177.101  |  31994  | -23230  | -0.109  | -0.884  | -0.037  |
  0.011  |177.101  |  31994  | -23230  | -0.109  | -0.885  | -0.037  |
 -0.007  |177.091  |  31994  | -23227  | -0.109  | -0.888  | -0.036  |
 -0.035  |177.001  |  31980  | -23213  | -0.110  | -0.893  | -0.035  |
 -0.023  |176.703  |  31943  | -23157  | -0.110  | -0.901  | -0.016  |
  0.018  |176.254  |  31883  | -23077  | -0.111  | -0.911  |  0.011  |
  0.053  |175.827  |  31820  | -23007  | -0.111  | -0.920  |  0.025  |
  0.058  |175.568  |  31780  | -22966  | -0.111  | -0.932  |  0.039  |
  0.041  |175.407  |  31752  | -22944  | -0.111  | -0.941  |  0.029  |
  0.042  |175.237  |  31717  | -22926  | -0.110  | -0.949  |  0.014  |
  0.048  |175.083  |  31688  | -22907  | -0.110  | -0.955  | -0.007  |
  0.049  |175.016  |  31685  | -22889  | -0.110  | -0.959  | -0.007  |
  0.050  |174.990  |  31684  | -22882  | -0.110  | -0.961  |  0.014  |
  0.054  |174.994  |  31684  | -22883  | -0.110  | -0.961  |  0.016  |
  0.071  |175.061  |  31699  | -22889  | -0.110  | -0.958  |  0.015  |
  0.059  |175.266  |  31728  | -22924  | -0.110  | -0.954  |  0.017  |
  0.034  |175.542  |  31765  | -22973  | -0.110  | -0.949  |  0.009  |
  0.021  |175.744  |  31793  | -23008  | -0.110  | -0.944  | -0.006  |
  0.028  |175.654  |  31778  | -22995  | -0.110  | -0.939  | -0.010  |
  0.194  |175.209  |  31713  | -22921  | -0.110  | -0.932  | -0.011  |
  0.170  |175.699  |  31784  | -23003  | -0.110  | -0.920  | -0.035  |
  0.123  |176.472  |  31900  | -23128  | -0.109  | -0.904  | -0.043  |
  0.094  |177.354  |  32033  | -23270  | -0.107  | -0.873  | -0.040  |
  0.088  |178.165  |  32158  | -23398  | -0.105  | -0.848  | -0.047  |
  0.081  |179.063  |  32300  | -23536  | -0.104  | -0.812  | -0.062  |
  0.077  |180.019  |  32452  | -23682  | -0.102  | -0.775  | -0.037  |
  0.064  |181.103  |  32624  | -23848  | -0.101  | -0.740  | -0.030  |
  0.057  |182.161  |  32793  | -24009  | -0.099  | -0.696  | -0.033  |
  0.071  |183.146  |  32947  | -24162  | -0.098  | -0.657  | -0.031  |
  0.073  |184.214  |  33110  | -24332  | -0.095  | -0.611  | -0.023  |
  0.066  |185.349  |  33285  | -24511  | -0.092  | -0.563  | -0.031  |
  0.066  |186.510  |  33467  | -24691  | -0.090  | -0.521  | -0.031  |
  0.046  |187.783  |  33669  | -24886  | -0.088  | -0.478  | -0.023  |
  0.050  |188.928  |  33850  | -25062  | -0.086  | -0.431  | -0.013  |
  0.061  |190.037  |  34020  | -25238  | -0.084  | -0.381  | -0.018  |
  0.059  |191.202  |  34196  | -25425  | -0.082  | -0.338  | -0.031  |
  0.056  |192.395  |  34380  | -25613  | -0.080  | -0.295  | -0.046  |
  0.025  |193.725  |  34591  | -25817  | -0.078  | -0.244  | -0.051  |
 -0.001  |194.912  |  34781  | -25997  | -0.074  | -0.194  | -0.024  |
  0.028  |195.861  |  34931  | -26143  | -0.073  | -0.150  | -0.017  |
  0.029  |196.868  |  35081  | -26307  | -0.072  | -0.112  | -0.023  |
  0.023  |197.830  |  35226  | -26462  | -0.070  | -0.071  | -0.043  |
  0.026  |198.690  |  35359  | -26597  | -0.069  | -0.034  | -0.066  |
  0.032  |199.549  |  35497  | -26727  | -0.066  | -0.002  | -0.060  |
 -0.008  |200.608  |  35667  | -26887  | -0.065  |  0.037  | -0.041  |
 -0.043  |201.374  |  35787  | -27006  | -0.064  |  0.067  | -0.056  |
 -0.030  |201.836  |  35859  | -27078  | -0.063  |  0.089  | -0.052  |
 -0.013  |202.198  |  35909  | -27141  | -0.062  |  0.108  | -0.047  |
 -0.035  |202.496  |  35954  | -27189  | -0.062  |  0.118  | -0.055  |
 -0.035  |202.535  |  35959  | -27196  | -0.062  |  0.124  | -0.071  |
 -0.054  |202.496  |  35951  | -27192  | -0.060  |  0.123  | -0.060  |
 -0.042  |202.144  |  35900  | -27133  | -0.062  |  0.117  | -0.082  |
  0.006  |201.515  |  35813  | -27024  | -0.062  |  0.108  | -0.065  |
  0.039  |200.880  |  35724  | -26915  | -0.063  |  0.088  | -0.010  |
  0.052  |200.306  |  35637  | -26823  | -0.063  |  0.067  |  0.019  |
  0.056  |199.771  |  35553  | -26740  | -0.062  |  0.047  |  0.020  |
  0.063  |199.238  |  35469  | -26658  | -0.062  |  0.026  |  0.018  |
  0.074  |198.715  |  35387  | -26577  | -0.063  |  0.005  |  0.015  |
  0.075  |198.295  |  35321  | -26512  | -0.062  | -0.012  |  0.013  |
  0.075  |197.930  |  35264  | -26455  | -0.062  | -0.027  |  0.009  |
  0.079  |197.609  |  35214  | -26405  | -0.062  | -0.042  |  0.008  |
  0.078  |197.362  |  35175  | -26367  | -0.062  | -0.052  |  0.006  |
  0.073  |197.179  |  35149  | -26336  | -0.062  | -0.062  |  0.010  |
  0.073  |197.038  |  35130  | -26311  | -0.062  | -0.069  |  0.017  |
  0.074  |196.945  |  35118  | -26294  | -0.062  | -0.074  |  0.024  |
  0.069  |196.910  |  35112  | -26289  | -0.062  | -0.077  |  0.035  |
  0.068  |196.907  |  35111  | -26289  | -0.062  | -0.078  |  0.029  |
  0.073  |196.913  |  35111  | -26291  | -0.062  | -0.078  |  0.029  |
  0.086  |196.920  |  35112  | -26292  | -0.062  | -0.076  |  0.029  |
  0.100  |197.038  |  35129  | -26312  | -0.062  | -0.072  |  0.028  |
  0.072  |197.333  |  35166  | -26367  | -0.062  | -0.067  |  0.007  |
  0.045  |197.632  |  35204  | -26422  | -0.061  | -0.061  | -0.015  |
  0.035  |197.837  |  35232  | -26458  | -0.062  | -0.055  | -0.050  |
  0.024  |197.923  |  35309  | -26408  | -0.062  | -0.049  |  0.002  |
  0.026  |197.927  |  35413  | -26305  | -0.065  | -0.043  |  0.214  |
  0.046  |197.837  |  35500  | -26190  | -0.072  | -0.037  |  0.460  |
  0.068  |197.798  |  35585  | -26093  | -0.080  | -0.034  |  0.707  |
  0.066  |197.907  |  35666  | -26046  | -0.090  | -0.032  |  0.928  |
  0.055  |198.113  |  35743  | -26033  | -0.099  | -0.031  |  1.057  |
  0.063  |198.324  |  35805  | -26037  | -0.109  | -0.029  |  1.159  |
  0.071  |198.594  |  35875  | -26051  | -0.123  | -0.026  |  1.225  |
  0.042  |199.065  |  35980  | -26093  | -0.136  | -0.023  |  1.293  |
  0.017  |199.549  |  36088  | -26136  | -0.153  | -0.021  |  1.371  |
  0.009  |199.950  |  36184  | -26165  | -0.170  | -0.019  |  1.462  |
  0.008  |200.309  |  36265  | -26196  | -0.185  | -0.019  |  1.542  |
  0.009  |200.640  |  36323  | -26241  | -0.202  | -0.019  |  1.591  |
  0.016  |200.986  |  36377  | -26295  | -0.216  | -0.019  |  1.595  |
  0.008  |201.355  |  36427  | -26360  | -0.229  | -0.019  |  1.572  |
 -0.003  |201.704  |  36476  | -26420  | -0.241  | -0.019  |  1.556  |
 -0.004  |201.971  |  36513  | -26466  | -0.252  | -0.019  |  1.542  |
 -0.001  |202.179  |  36543  | -26501  | -0.262  | -0.018  |  1.533  |
 -0.002  |202.365  |  36572  | -26530  | -0.269  | -0.018  |  1.530  |
 -0.004  |202.509  |  36596  | -26551  | -0.276  | -0.018  |  1.533  |
  0.003  |202.557  |  36601  | -26561  | -0.280  | -0.018  |  1.535  |
  0.006  |202.586  |  36607  | -26564  | -0.282  | -0.017  |  1.525  |
  0.007  |202.593  |  36609  | -26564  | -0.284  | -0.017  |  1.527  |
  0.002  |202.593  |  36609  | -26564  | -0.283  | -0.017  |  1.528  |
 -0.012  |202.583  |  36607  | -26563  | -0.281  | -0.018  |  1.528  |
 -0.032  |202.484  |  36590  | -26549  | -0.277  | -0.018  |  1.530  |
 -0.008  |202.179  |  36546  | -26498  | -0.270  | -0.018  |  1.540  |
  0.025  |201.820  |  36494  | -26438  | -0.262  | -0.018  |  1.546  |
  0.040  |201.547  |  36452  | -26395  | -0.255  | -0.018  |  1.550  |
  0.038  |201.380  |  36426  | -26369  | -0.246  | -0.018  |  1.550  |
  0.033  |201.262  |  36408  | -26350  | -0.240  | -0.019  |  1.554  |
  0.033  |201.140  |  36390  | -26330  | -0.235  | -0.019  |  1.555  |
  0.034  |201.041  |  36374  | -26315  | -0.230  | -0.019  |  1.556  |
  0.028  |201.012  |  36367  | -26313  | -0.227  | -0.019  |  1.556  |
  0.032  |200.928  |  36354  | -26300  | -0.224  | -0.019  |  1.549  |
  0.031  |200.906  |  36350  | -26297  | -0.223  | -0.019  |  1.551  |
  0.028  |200.906  |  36350  | -26297  | -0.222  | -0.019  |  1.550  |
  0.028  |200.906  |  36350  | -26297  | -0.221  | -0.019  |  1.550  |
  0.030  |200.906  |  36350  | -26297  | -0.221  | -0.019  |  1.550  |
  0.033  |200.906  |  36350  | -26297  | -0.222  | -0.019  |  1.550  |
  0.038  |200.912  |  36351  | -26298  | -0.222  | -0.019  |  1.551  |
  0.198  |200.303  |  36257  | -26202  | -0.225  | -0.019  |  1.544  |
  0.228  |200.582  |  36307  | -26239  | -0.236  | -0.019  |  1.549  |
  0.153  |201.554  |  36455  | -26394  | -0.255  | -0.019  |  1.551  |
  0.108  |202.580  |  36608  | -26561  | -0.282  | -0.020  |  1.529  |
  0.101  |203.568  |  36753  | -26724  | -0.314  | -0.018  |  1.521  |
  0.098  |204.642  |  36915  | -26897  | -0.356  | -0.015  |  1.514  |
  0.071  |205.880  |  37106  | -27092  | -0.400  | -0.014  |  1.489  |
  0.045  |207.147  |  37308  | -27285  | -0.446  | -0.010  |  1.496  |
  0.061  |208.269  |  37487  | -27456  | -0.494  | -0.008  |  1.501  |
  0.081  |209.440  |  37673  | -27635  | -0.544  | -0.005  |  1.511  |
  0.076  |210.758  |  37878  | -27841  | -0.594  | -0.002  |  1.525  |
  0.057  |212.307  |  38120  | -28082  | -0.651  |  0.000  |  1.518  |
  0.035  |213.714  |  38342  | -28299  | -0.705  |  0.006  |  1.529  |
  0.052  |214.991  |  38542  | -28497  | -0.759  |  0.006  |  1.530  |
  0.068  |216.290  |  38742  | -28702  | -0.813  |  0.008  |  1.523  |
  0.068  |217.688  |  38956  | -28924  | -0.868  |  0.011  |  1.524  |
  0.005  |219.304  |  39208  | -29176  | -0.922  |  0.014  |  1.530  |
  0.002  |220.632  |  39418  | -29380  | -0.976  |  0.016  |  1.521  |
  0.023  |221.834  |  39606  | -29567  | -1.029  |  0.019  |  1.534  |
  0.037  |223.027  |  39790  | -29755  | -1.080  |  0.022  |  1.533  |
  0.041  |224.217  |  39974  | -29942  | -1.125  |  0.024  |  1.527  |
 -0.001  |225.574  |  40186  | -30153  | -1.177  |  0.028  |  1.531  |
 -0.069  |226.889  |  40393  | -30356  | -1.218  |  0.029  |  1.532  |
 -0.068  |227.799  |  40538  | -30495  | -1.262  |  0.032  |  1.544  |
 -0.057  |228.502  |  40647  | -30605  | -1.296  |  0.033  |  1.543  |
 -0.054  |229.079  |  40738  | -30694  | -1.320  |  0.034  |  1.541  |
 -0.063  |229.489  |  40797  | -30763  | -1.340  |  0.035  |  1.525  |
 -0.061  |229.608  |  40816  | -30781  | -1.350  |  0.036  |  1.526  |
 -0.068  |229.595  |  40814  | -30779  | -1.353  |  0.036  |  1.539  |
 -0.085  |229.406  |  40786  | -30748  | -1.346  |  0.035  |  1.538  |
 -0.043  |228.745  |  40688  | -30640  | -1.332  |  0.035  |  1.547  |
  0.014  |227.883  |  40558  | -30501  | -1.312  |  0.034  |  1.534  |
  0.039  |227.113  |  40440  | -30379  | -1.287  |  0.034  |  1.563  |
  0.047  |226.414  |  40330  | -30271  | -1.262  |  0.034  |  1.561  |
  0.051  |225.744  |  40230  | -30162  | -1.235  |  0.032  |  1.556  |
  0.065  |225.083  |  40127  | -30059  | -1.209  |  0.032  |  1.576  |
  0.075  |224.474  |  40031  | -29965  | -1.186  |  0.032  |  1.575  |
  0.074  |223.957  |  39957  | -29878  | -1.166  |  0.031  |  1.582  |
  0.082  |223.489  |  39887  | -29802  | -1.145  |  0.030  |  1.584  |
  0.075  |223.082  |  39826  | -29736  | -1.128  |  0.029  |  1.611  |
  0.068  |222.703  |  39763  | -29681  | -1.110  |  0.030  |  1.600  |
  0.081  |222.290  |  39693  | -29622  | -1.095  |  0.031  |  1.570  |
  0.086  |222.001  |  39645  | -29580  | -1.083  |  0.032  |  1.552  |
  0.086  |221.802  |  39611  | -29552  | -1.073  |  0.032  |  1.544  |
  0.079  |221.700  |  39593  | -29538  | -1.067  |  0.032  |  1.542  |
  0.066  |221.677  |  39586  | -29538  | -1.062  |  0.032  |  1.539  |
  0.060  |221.664  |  39582  | -29538  | -1.059  |  0.032  |  1.530  |
  0.065  |221.600  |  39577  | -29523  | -1.057  |  0.032  |  1.531  |
  0.080  |221.575  |  39576  | -29516  | -1.058  |  0.032  |  1.543  |
  0.095  |221.581  |  39577  | -29517  | -1.060  |  0.032  |  1.544  |
  0.088  |221.761  |  39631  | -29519  | -1.064  |  0.032  |  1.542  |
  0.057  |222.068  |  39769  | -29477  | -1.073  |  0.027  |  1.694  |
  0.045  |222.319  |  39898  | -29426  | -1.084  |  0.019  |  1.921  |
  0.048  |222.533  |  40018  | -29373  | -1.097  |  0.007  |  2.156  |
  0.053  |222.829  |  40128  | -29355  | -1.106  | -0.007  |  2.355  |
  0.050  |223.181  |  40237  | -29356  | -1.115  | -0.023  |  2.499  |
  0.053  |223.598  |  40362  | -29361  | -1.123  | -0.039  |  2.641  |
  0.038  |224.191  |  40498  | -29410  | -1.129  | -0.060  |  2.758  |
  0.010  |224.849  |  40640  | -29473  | -1.136  | -0.084  |  2.873  |
  0.013  |225.375  |  40747  | -29530  | -1.137  | -0.105  |  2.942  |
  0.002  |225.952  |  40867  | -29590  | -1.141  | -0.130  |  3.017  |
 -0.006  |226.539  |  40975  | -29665  | -1.141  | -0.154  |  3.105  |
 -0.020  |227.049  |  41056  | -29743  | -1.141  | -0.173  |  3.124  |
 -0.023  |227.453  |  41119  | -29806  | -1.142  | -0.191  |  3.128  |
 -0.012  |227.770  |  41168  | -29856  | -1.143  | -0.205  |  3.118  |
 -0.023  |228.082  |  41216  | -29905  | -1.143  | -0.218  |  3.112  |
 -0.024  |228.248  |  41245  | -29928  | -1.143  | -0.226  |  3.128  |
 -0.005  |228.316  |  41265  | -29929  | -1.143  | -0.233  | -3.127  |
 -0.005  |228.357  |  41275  | -29932  | -1.143  | -0.236  | -3.126  |
 -0.013  |228.373  |  41280  | -29932  | -1.143  | -0.237  | -3.114  |
 -0.035  |228.357  |  41277  | -29930  | -1.143  | -0.234  | -3.112  |
 -0.045  |228.120  |  41237  | -29896  | -1.143  | -0.228  | -3.112  |
 -0.013  |227.693  |  41166  | -29834  | -1.143  | -0.217  | -3.124  |
  0.024  |227.200  |  41086  | -29760  | -1.144  | -0.203  | -3.139  |
  0.038  |226.815  |  41027  | -29699  | -1.144  | -0.192  | -3.141  |
  0.034  |226.545  |  40991  | -29651  | -1.144  | -0.181  |  3.133  |
  0.035  |226.302  |  40958  | -29608  | -1.143  | -0.169  | -3.115  |
  0.043  |226.058  |  40922  | -29568  | -1.143  | -0.161  | -3.108  |
  0.046  |225.888  |  40889  | -29548  | -1.143  | -0.153  | -3.114  |
  0.038  |225.801  |  40864  | -29546  | -1.144  | -0.147  | -3.139  |
  0.025  |225.773  |  40855  | -29546  | -1.145  | -0.142  |  3.124  |
  0.016  |225.747  |  40855  | -29538  | -1.145  | -0.138  |  3.119  |
  0.026  |225.644  |  40854  | -29507  | -1.144  | -0.136  |  3.141  |
  0.045  |225.542  |  40846  | -29483  | -1.144  | -0.136  | -3.105  |
  0.053  |225.538  |  40845  | -29483  | -1.145  | -0.137  | -3.117  |
  0.073  |225.583  |  40850  | -29492  | -1.144  | -0.139  | -3.103  |
  0.066  |225.840  |  40879  | -29543  | -1.144  | -0.144  | -3.118  |
  0.035  |226.193  |  40913  | -29619  | -1.145  | -0.151  |  3.116  |
  0.005  |226.517  |  40950  | -29683  | -1.145  | -0.157  |  3.074  |
 -0.010  |226.696  |  40978  | -29711  | -1.146  | -0.162  |  3.046  |
 -0.004  |226.690  |  40981  | -29706  | -1.146  | -0.166  |  3.054  |
  0.213  |225.801  |  40853  | -29557  | -1.146  | -0.170  |  3.080  |
  0.220  |226.080  |  40894  | -29603  | -1.147  | -0.178  |  3.103  |
  0.140  |227.001  |  41030  | -29754  | -1.148  | -0.195  |  3.085  |
  0.093  |227.931  |  41177  | -29897  | -1.151  | -0.222  |  3.085  |
  0.093  |228.739  |  41310  | -30016  | -1.152  | -0.251  |  3.096  |
  0.089  |229.669  |  41460  | -30156  | -1.154  | -0.285  |  3.108  |
  0.067  |230.766  |  41628  | -30330  | -1.156  | -0.320  |  3.110  |
  0.051  |231.840  |  41788  | -30505  | -1.157  | -0.360  |  3.090  |
  0.073  |232.844  |  41935  | -30671  | -1.160  | -0.406  |  3.062  |
  0.077  |233.941  |  42109  | -30839  | -1.164  | -0.446  |  3.066  |
  0.066  |235.150  |  42305  | -31020  | -1.168  | -0.496  |  3.084  |
  0.061  |236.384  |  42504  | -31206  | -1.171  | -0.544  |  3.098  |
  0.045  |237.702  |  42709  | -31412  | -1.173  | -0.589  |  3.103  |
  0.060  |238.921  |  42890  | -31611  | -1.174  | -0.644  |  3.083  |
  0.066  |240.194  |  43088  | -31810  | -1.178  | -0.692  |  3.080  |
  0.059  |241.567  |  43309  | -32017  | -1.183  | -0.750  |  3.094  |
  0.045  |243.019  |  43541  | -32238  | -1.186  | -0.800  |  3.108  |
  0.003  |244.645  |  43791  | -32495  | -1.188  | -0.864  |  3.106  |
  0.020  |245.954  |  43987  | -32707  | -1.190  | -0.914  |  3.095  |
  0.026  |247.217  |  44187  | -32901  | -1.194  | -0.972  |  3.081  |
  0.030  |248.462  |  44389  | -33087  | -1.198  | -1.024  |  3.093  |
  0.026  |249.735  |  44589  | -33284  | -1.199  | -1.075  |  3.111  |
 -0.023  |251.152  |  44802  | -33513  | -1.201  | -1.123  |  3.093  |
 -0.076  |252.400  |  44989  | -33715  | -1.202  | -1.168  |  3.074  |
 -0.077  |253.282  |  45134  | -33845  | -1.205  | -1.207  |  3.089  |
 -0.070  |253.923  |  45242  | -33937  | -1.206  | -1.237  |  3.112  |
 -0.069  |254.382  |  45319  | -34003  | -1.208  | -1.263  |  3.129  |
 -0.062  |254.622  |  45354  | -34043  | -1.208  | -1.278  |  3.128  |
 -0.051  |254.648  |  45355  | -34050  | -1.208  | -1.285  |  3.115  |
 -0.066  |254.606  |  45350  | -34042  | -1.208  | -1.284  |  3.117  |
 -0.071  |254.314  |  45305  | -33996  | -1.208  | -1.275  |  3.122  |
 -0.033  |253.657  |  45206  | -33890  | -1.207  | -1.259  |  3.126  |
  0.010  |252.852  |  45086  | -33759  | -1.206  | -1.239  |  3.141  |
  0.034  |252.073  |  44967  | -33635  | -1.205  | -1.213  | -3.127  |
  0.040  |251.354  |  44855  | -33523  | -1.206  | -1.183  | -3.131  |
  0.050  |250.610  |  44738  | -33408  | -1.207  | -1.158  |  3.140  |
  0.065  |249.873  |  44621  | -33295  | -1.207  | -1.130  |  3.141  |
  0.075  |249.180  |  44508  | -33192  | -1.208  | -1.103  |  3.130  |
  0.080  |248.561  |  44409  | -33098  | -1.208  | -1.076  |  3.123  |
  0.084  |248.013  |  44322  | -33014  | -1.208  | -1.055  |  3.121  |
  0.083  |247.554  |  44254  | -32939  | -1.208  | -1.036  |  3.125  |
  0.088  |247.156  |  44198  | -32871  | -1.206  | -1.018  | -3.139  |
  0.083  |246.855  |  44153  | -32822  | -1.206  | -1.004  | -3.127  |
  0.082  |246.624  |  44117  | -32786  | -1.206  | -0.993  | -3.129  |
  0.086  |246.457  |  44089  | -32762  | -1.206  | -0.986  | -3.132  |
  0.085  |246.412  |  44079  | -32758  | -1.206  | -0.980  | -3.133  |
  0.081  |246.412  |  44079  | -32758  | -1.206  | -0.978  | -3.134  |
  0.091  |246.422  |  44081  | -32759  | -1.206  | -0.979  | -3.133  |
  0.089  |246.586  |  44107  | -32784  | -1.206  | -0.983  | -3.140  |
  0.061  |246.868  |  44149  | -32830  | -1.206  | -0.988  |  3.140  |
  0.044  |247.112  |  44189  | -32866  | -1.207  | -0.994  |  3.128  |
  0.026  |247.278  |  44289  | -32818  | -1.206  | -1.002  | -3.100  |
  0.027  |247.358  |  44404  | -32728  | -1.199  | -1.013  | -2.850  |
  0.047  |247.352  |  44504  | -32626  | -1.189  | -1.021  | -2.578  |
  0.073  |247.407  |  44589  | -32558  | -1.177  | -1.025  | -2.355  |
  0.067  |247.637  |  44669  | -32550  | -1.167  | -1.029  | -2.223  |
  0.067  |247.923  |  44757  | -32551  | -1.153  | -1.033  | -2.111  |
  0.053  |248.353  |  44865  | -32577  | -1.137  | -1.038  | -2.011  |
  0.023  |248.869  |  44979  | -32624  | -1.120  | -1.043  | -1.919  |
  0.009  |249.321  |  45085  | -32659  | -1.103  | -1.047  | -1.832  |
  0.010  |249.703  |  45181  | -32682  | -1.087  | -1.047  | -1.720  |
  0.013  |250.065  |  45271  | -32705  | -1.068  | -1.048  | -1.610  |
  0.008  |250.463  |  45343  | -32757  | -1.053  | -1.047  | -1.554  |
  0.004  |250.828  |  45400  | -32814  | -1.036  | -1.048  | -1.576  |
  0.004  |251.133  |  45454  | -32855  | -1.036  | -1.048  | -1.555  |
 -0.004  |251.415  |  45500  | -32897  | -1.011  | -1.050  | -1.552  |
 -0.002  |251.614  |  45525  | -32934  | -1.006  | -1.049  | -1.534  |
  0.001  |251.762  |  45537  | -32968  | -1.006  | -1.049  | -1.534  |
  0.007  |251.835  |  45538  | -32990  | -1.006  | -1.049  | -1.534  |
  0.007  |251.871  |  45538  | -33001  | -1.006  | -1.049  | -1.534  |
  0.002  |251.887  |  45538  | -33006  | -1.006  | -1.049  | -1.534  |
 -0.010  |251.883  |  45538  | -33005  | -1.006  | -1.049  | -1.534  |
 -0.036  |251.787  |  45523  | -32990  | -1.006  | -1.049  | -1.534  |
 -0.017  |251.486  |  45486  | -32933  | -1.006  | -1.049  | -1.534  |
  0.016  |251.066  |  45432  | -32856  | -1.006  | -1.049  | -1.534  |
  0.047  |250.684  |  45380  | -32789  | -1.006  | -1.049  | -1.534  |
  0.045  |250.428  |  45347  | -32742  | -1.006  | -1.049  | -1.534  |
  0.034  |250.254  |  45313  | -32722  | -1.006  | -1.049  | -1.534  |
  0.041  |250.043  |  45271  | -32698  | -1.052  | -1.046  | -1.558  |
  0.051  |249.882  |  45239  | -32680  | -1.057  | -1.046  | -1.574  |
  0.050  |249.837  |  45229  | -32676  | -1.061  | -1.046  | -1.592  |
  0.042  |249.837  |  45229  | -32676  | -1.064  | -1.046  | -1.596  |
  0.043  |249.841  |  45230  | -32676  | -1.065  | -1.046  | -1.596  |
  0.049  |249.850  |  45232  | -32677  | -1.064  | -1.046  | -1.596  |
  0.063  |249.914  |  45242  | -32687  | -1.062  | -1.047  | -1.592  |
  0.041  |250.113  |  45273  | -32718  | -1.059  | -1.046  | -1.597  |
  0.020  |250.319  |  45304  | -32751  | -1.055  | -1.046  | -1.599  |
  0.015  |250.428  |  45322  | -32767  | -1.051  | -1.047  | -1.593  |
  0.020  |250.447  |  45328  | -32767  | -1.048  | -1.047  | -1.592  |
  0.027  |250.450  |  45329  | -32767  | -1.046  | -1.047  | -1.579  |
  0.027  |250.476  |  45337  | -32767  | -1.045  | -1.047  | -1.585  |
  0.081  |250.091  |  45280  | -32704  | -1.045  | -1.047  | -1.566  |
  0.200  |249.844  |  45240  | -32667  | -1.040  | -1.047  | -1.571  |
  0.149  |250.476  |  45332  | -32772  | -1.030  | -1.047  | -1.584  |
  0.110  |251.210  |  45450  | -32883  | -1.011  | -1.048  | -1.606  |
  0.095  |251.944  |  45563  | -32999  | -0.988  | -1.051  | -1.583  |
  0.093  |252.721  |  45676  | -33128  | -0.958  | -1.052  | -1.599  |
  0.081  |253.596  |  45802  | -33275  | -0.927  | -1.054  | -1.627  |
  0.076  |254.504  |  45937  | -33423  | -0.893  | -1.057  | -1.647  |
  0.056  |255.536  |  46100  | -33582  | -0.857  | -1.060  | -1.653  |
  0.046  |256.537  |  46264  | -33730  | -0.819  | -1.063  | -1.634  |
  0.064  |257.425  |  46409  | -33862  | -0.780  | -1.066  | -1.619  |
  0.070  |258.394  |  46561  | -34012  | -0.740  | -1.068  | -1.613  |
  0.068  |259.429  |  46719  | -34177  | -0.700  | -1.071  | -1.615  |
  0.065  |260.497  |  46880  | -34349  | -0.658  | -1.072  | -1.634  |
  0.056  |261.649  |  47059  | -34529  | -0.618  | -1.075  | -1.641  |
  0.039  |262.826  |  47247  | -34708  | -0.567  | -1.080  | -1.628  |
  0.051  |263.868  |  47415  | -34865  | -0.526  | -1.082  | -1.618  |
  0.063  |264.920  |  47580  | -35028  | -0.485  | -1.084  | -1.610  |
  0.061  |266.039  |  47749  | -35208  | -0.436  | -1.087  | -1.621  |
  0.056  |267.197  |  47923  | -35395  | -0.392  | -1.090  | -1.638  |
  0.008  |268.537  |  48133  | -35603  | -0.346  | -1.093  | -1.646  |
  0.008  |269.547  |  48298  | -35753  | -0.303  | -1.097  | -1.629  |
  0.032  |270.500  |  48453  | -35895  | -0.261  | -1.100  | -1.610  |
  0.022  |271.478  |  48601  | -36052  | -0.222  | -1.102  | -1.611  |
  0.025  |272.337  |  48728  | -36193  | -0.186  | -1.104  | -1.629  |
  0.031  |273.152  |  48850  | -36325  | -0.152  | -1.107  | -1.641  |
