initializing xbee... 
starting print thread... 
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
resetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...

RUNNING: Hold upright to balance.
                 SENSORS               |            MOCAP            |
    θ    |    φ    |  L Enc  |  R Enc  |    X    |    Y    |    ψ    |
  0.032  | 77.724  |  14018  | -10218  | -0.024  | -0.856  |  0.057  |
  0.044  | 77.419  |  13972  | -10169  | -0.025  | -0.866  |  0.064  |
  0.043  | 77.191  |  13934  | -10136  | -0.024  | -0.876  |  0.062  |
  0.040  | 77.021  |  13907  | -10110  | -0.024  | -0.886  |  0.057  |
  0.040  | 76.864  |  13881  | -10087  | -0.024  | -0.892  |  0.056  |
  0.041  | 76.739  |  13859  | -10070  | -0.023  | -0.898  |  0.049  |
  0.038  | 76.685  |  13845  | -10067  | -0.023  | -0.902  |  0.043  |
  0.033  | 76.640  |  13833  | -10065  | -0.023  | -0.905  |  0.025  |
  0.037  | 76.604  |  13829  | -10058  | -0.023  | -0.907  |  0.022  |
  0.042  | 76.585  |  13828  | -10053  | -0.023  | -0.907  |  0.029  |
  0.049  | 76.585  |  13828  | -10053  | -0.023  | -0.907  |  0.030  |
  0.065  | 76.653  |  13843  | -10059  | -0.023  | -0.904  |  0.029  |
  0.051  | 76.867  |  13873  | -10096  | -0.023  | -0.900  |  0.033  |
  0.025  | 77.118  |  13911  | -10136  | -0.023  | -0.895  |  0.029  |
  0.013  | 77.288  |  13941  | -10159  | -0.023  | -0.890  |  0.034  |
  0.011  | 77.352  |  13954  | -10166  | -0.024  | -0.886  |  0.026  |
  0.017  | 77.352  |  13954  | -10166  | -0.023  | -0.884  |  0.051  |
  0.143  | 76.688  |  13851  | -10062  | -0.023  | -0.883  |  0.048  |
  0.226  | 76.649  |  13846  | -10055  | -0.024  | -0.876  |  0.023  |
  0.154  | 77.541  |  13980  | -10199  | -0.024  | -0.860  |  0.015  |
  0.113  | 78.423  |  14116  | -10338  | -0.023  | -0.838  |  0.029  |
  0.104  | 79.279  |  14247  | -10474  | -0.023  | -0.808  |  0.024  |
  0.097  | 80.225  |  14385  | -10631  | -0.022  | -0.774  |  0.010  |
  0.083  | 81.287  |  14542  | -10805  | -0.023  | -0.736  | -0.032  |
  0.057  | 82.470  |  14724  | -10992  | -0.022  | -0.691  | -0.047  |
  0.062  | 83.544  |  14898  | -11153  | -0.019  | -0.651  | -0.022  |
  0.075  | 84.612  |  15075  | -11309  | -0.019  | -0.607  | -0.016  |
  0.077  | 85.767  |  15260  | -11484  | -0.016  | -0.556  |  0.024  |
  0.074  | 86.969  |  15442  | -11677  | -0.017  | -0.508  |  0.018  |
  0.051  | 88.310  |  15644  | -11893  | -0.017  | -0.464  |  0.002  |
  0.046  | 89.577  |  15841  | -12091  | -0.015  | -0.410  | -0.002  |
  0.063  | 90.753  |  16029  | -12270  | -0.015  | -0.364  |  0.004  |
  0.070  | 91.975  |  16221  | -12459  | -0.013  | -0.309  |  0.012  |
  0.063  | 93.268  |  16418  | -12665  | -0.014  | -0.267  |  0.005  |
  0.017  | 94.749  |  16642  | -12903  | -0.014  | -0.212  | -0.007  |
  0.010  | 95.987  |  16839  | -13092  | -0.012  | -0.162  | -0.010  |
  0.028  | 97.122  |  17024  | -13261  | -0.011  | -0.112  |  0.006  |
  0.031  | 98.328  |  17213  | -13448  | -0.011  | -0.059  |  0.022  |
  0.037  | 99.361  |  17368  | -13615  | -0.011  | -0.018  |  0.012  |
  0.030  |100.432  |  17527  | -13790  | -0.011  |  0.027  | -0.008  |
 -0.017  |101.625  |  17711  | -13978  | -0.012  |  0.064  | -0.034  |
 -0.057  |102.619  |  17873  | -14126  | -0.009  |  0.103  | -0.014  |
 -0.048  |103.267  |  17982  | -14219  | -0.009  |  0.134  |  0.013  |
 -0.042  |103.770  |  18068  | -14290  | -0.008  |  0.159  |  0.033  |
 -0.040  |104.133  |  18126  | -14345  | -0.009  |  0.177  |  0.045  |
 -0.039  |104.309  |  18154  | -14372  | -0.009  |  0.189  |  0.048  |
 -0.031  |104.322  |  18154  | -14376  | -0.009  |  0.194  |  0.042  |
 -0.048  |104.309  |  18152  | -14374  | -0.008  |  0.193  |  0.040  |
 -0.061  |104.117  |  18131  | -14335  | -0.009  |  0.186  |  0.046  |
 -0.010  |103.482  |  18037  | -14231  | -0.009  |  0.173  |  0.075  |
  0.038  |102.789  |  17930  | -14122  | -0.008  |  0.156  |  0.082  |
  0.052  |102.231  |  17842  | -14036  | -0.008  |  0.138  |  0.085  |
  0.044  |101.744  |  17763  | -13963  | -0.006  |  0.115  |  0.075  |
  0.049  |101.215  |  17678  | -13883  | -0.005  |  0.097  |  0.065  |
  0.060  |100.669  |  17591  | -13800  | -0.004  |  0.075  |  0.060  |
  0.065  |100.182  |  17514  | -13725  | -0.003  |  0.056  |  0.055  |
  0.067  | 99.746  |  17444  | -13659  | -0.002  |  0.039  |  0.048  |
  0.075  | 99.326  |  17376  | -13596  | -0.000  |  0.021  |  0.039  |
  0.078  | 98.973  |  17322  | -13540  |  0.000  |  0.007  |  0.037  |
  0.075  | 98.681  |  17277  | -13494  |  0.001  | -0.007  |  0.040  |
  0.075  | 98.418  |  17237  | -13452  |  0.001  | -0.017  |  0.042  |
  0.076  | 98.190  |  17204  | -13414  |  0.002  | -0.028  |  0.048  |
  0.075  | 98.014  |  17178  | -13385  |  0.002  | -0.036  |  0.056  |
  0.074  | 97.876  |  17158  | -13362  |  0.002  | -0.042  |  0.062  |
  0.073  | 97.773  |  17141  | -13347  |  0.002  | -0.047  |  0.063  |
  0.072  | 97.732  |  17133  | -13342  |  0.003  | -0.051  |  0.059  |
  0.063  | 97.722  |  17130  | -13342  |  0.003  | -0.053  |  0.058  |
  0.063  | 97.713  |  17127  | -13342  |  0.003  | -0.055  |  0.049  |
  0.060  | 97.713  |  17127  | -13342  |  0.003  | -0.055  |  0.049  |
  0.083  | 97.623  |  17172  | -13269  |  0.002  | -0.055  |  0.082  |
  0.108  | 97.597  |  17257  | -13176  | -0.005  | -0.050  |  0.288  |
  0.086  | 97.831  |  17386  | -13120  | -0.015  | -0.045  |  0.499  |
  0.051  | 98.165  |  17530  | -13080  | -0.029  | -0.038  |  0.743  |
  0.037  | 98.457  |  17641  | -13060  | -0.041  | -0.032  |  0.936  |
  0.058  | 98.745  |  17735  | -13056  | -0.057  | -0.025  |  1.076  |
  0.068  | 99.101  |  17834  | -13068  | -0.074  | -0.021  |  1.195  |
  0.053  | 99.650  |  17956  | -13117  | -0.092  | -0.017  |  1.289  |
  0.027  |100.272  |  18092  | -13175  | -0.114  | -0.013  |  1.400  |
  0.013  |100.836  |  18216  | -13227  | -0.134  | -0.010  |  1.510  |
  0.007  |101.349  |  18323  | -13280  | -0.158  | -0.010  |  1.604  |
  0.002  |101.837  |  18403  | -13352  | -0.178  | -0.011  |  1.640  |
 -0.002  |102.295  |  18467  | -13431  | -0.194  | -0.011  |  1.632  |
 -0.009  |102.722  |  18529  | -13502  | -0.211  | -0.011  |  1.613  |
 -0.012  |103.087  |  18583  | -13562  | -0.227  | -0.011  |  1.603  |
 -0.014  |103.376  |  18628  | -13607  | -0.238  | -0.011  |  1.600  |
 -0.013  |103.594  |  18665  | -13638  | -0.248  | -0.011  |  1.604  |
 -0.009  |103.742  |  18689  | -13660  | -0.257  | -0.011  |  1.610  |
 -0.001  |103.825  |  18702  | -13673  | -0.262  | -0.011  |  1.609  |
  0.004  |103.835  |  18705  | -13673  | -0.266  | -0.011  |  1.609  |
  0.010  |103.835  |  18705  | -13673  | -0.268  | -0.011  |  1.609  |
  0.009  |103.835  |  18705  | -13673  | -0.268  | -0.011  |  1.609  |
  0.004  |103.835  |  18705  | -13673  | -0.267  | -0.011  |  1.609  |
 -0.009  |103.822  |  18703  | -13671  | -0.265  | -0.011  |  1.609  |
 -0.033  |103.780  |  18696  | -13665  | -0.261  | -0.011  |  1.611  |
 -0.022  |103.540  |  18659  | -13627  | -0.255  | -0.011  |  1.612  |
  0.010  |103.168  |  18605  | -13565  | -0.247  | -0.011  |  1.619  |
  0.033  |102.831  |  18556  | -13509  | -0.239  | -0.011  |  1.627  |
  0.034  |102.600  |  18522  | -13471  | -0.229  | -0.011  |  1.636  |
  0.031  |102.411  |  18494  | -13440  | -0.220  | -0.011  |  1.642  |
  0.032  |102.231  |  18469  | -13409  | -0.213  | -0.011  |  1.647  |
  0.036  |102.055  |  18445  | -13378  | -0.206  | -0.011  |  1.659  |
  0.039  |101.904  |  18423  | -13353  | -0.201  | -0.011  |  1.663  |
  0.036  |101.811  |  18407  | -13340  | -0.195  | -0.010  |  1.666  |
  0.033  |101.760  |  18397  | -13334  | -0.191  | -0.010  |  1.664  |
  0.027  |101.702  |  18386  | -13327  | -0.188  | -0.010  |  1.653  |
  0.035  |101.615  |  18373  | -13313  | -0.185  | -0.010  |  1.653  |
  0.034  |101.587  |  18367  | -13310  | -0.184  | -0.010  |  1.656  |
  0.030  |101.587  |  18367  | -13310  | -0.182  | -0.009  |  1.650  |
  0.027  |101.587  |  18367  | -13310  | -0.181  | -0.009  |  1.651  |
  0.147  |101.019  |  18280  | -13220  | -0.181  | -0.009  |  1.649  |
  0.265  |100.868  |  18254  | -13199  | -0.189  | -0.010  |  1.636  |
  0.193  |101.789  |  18383  | -13357  | -0.204  | -0.010  |  1.602  |
  0.118  |102.930  |  18553  | -13543  | -0.230  | -0.011  |  1.557  |
  0.094  |103.982  |  18715  | -13709  | -0.265  | -0.010  |  1.547  |
  0.097  |105.040  |  18879  | -13875  | -0.305  | -0.010  |  1.545  |
  0.088  |106.269  |  19071  | -14066  | -0.353  | -0.009  |  1.544  |
  0.061  |107.600  |  19276  | -14276  | -0.401  | -0.010  |  1.545  |
  0.066  |108.841  |  19470  | -14469  | -0.447  | -0.009  |  1.541  |
  0.074  |110.239  |  19690  | -14685  | -0.508  | -0.006  |  1.550  |
  0.076  |111.621  |  19909  | -14897  | -0.563  | -0.005  |  1.555  |
  0.061  |113.135  |  20147  | -15131  | -0.615  | -0.005  |  1.562  |
  0.053  |114.616  |  20379  | -15361  | -0.677  | -0.004  |  1.571  |
  0.055  |116.040  |  20600  | -15584  | -0.731  | -0.004  |  1.569  |
  0.062  |117.503  |  20829  | -15811  | -0.794  | -0.004  |  1.579  |
  0.049  |119.109  |  21079  | -16062  | -0.855  | -0.004  |  1.580  |
  0.009  |120.742  |  21331  | -16319  | -0.915  | -0.004  |  1.580  |
 -0.000  |122.188  |  21556  | -16545  | -0.969  | -0.003  |  1.570  |
  0.027  |123.455  |  21754  | -16742  | -1.031  | -0.003  |  1.574  |
  0.056  |124.786  |  21965  | -16946  | -1.083  | -0.003  |  1.577  |
  0.012  |126.363  |  22210  | -17193  | -1.145  | -0.003  |  1.550  |
 -0.071  |127.957  |  22458  | -17442  | -1.191  | -0.002  |  1.582  |
 -0.098  |129.147  |  22642  | -17629  | -1.239  | -0.002  |  1.582  |
 -0.076  |129.958  |  22771  | -17753  | -1.281  | -0.001  |  1.586  |
 -0.072  |130.651  |  22880  | -17860  | -1.316  | -0.002  |  1.586  |
 -0.078  |131.164  |  22961  | -17939  | -1.339  | -0.002  |  1.590  |
 -0.070  |131.398  |  22999  | -17974  | -1.353  | -0.002  |  1.594  |
 -0.060  |131.418  |  23001  | -17978  | -1.361  | -0.002  |  1.596  |
 -0.087  |131.386  |  22998  | -17971  | -1.358  | -0.002  |  1.597  |
 -0.082  |130.981  |  22940  | -17903  | -1.349  | -0.003  |  1.571  |
 -0.023  |130.148  |  22813  | -17770  | -1.333  | -0.002  |  1.577  |
  0.024  |129.275  |  22677  | -17634  | -1.307  |  0.000  |  1.597  |
  0.039  |128.499  |  22557  | -17512  | -1.282  |  0.000  |  1.604  |
  0.043  |127.791  |  22445  | -17403  | -1.254  |  0.001  |  1.608  |
  0.047  |127.101  |  22340  | -17293  | -1.222  |  0.003  |  1.614  |
  0.064  |126.370  |  22230  | -17175  | -1.199  |  0.003  |  1.614  |
  0.078  |125.693  |  22127  | -17067  | -1.173  |  0.004  |  1.615  |
  0.081  |125.122  |  22037  | -16979  | -1.149  |  0.005  |  1.630  |
  0.068  |124.612  |  21958  | -16899  | -1.126  |  0.007  |  1.615  |
  0.076  |124.074  |  21871  | -16818  | -1.105  |  0.007  |  1.621  |
  0.084  |123.609  |  21794  | -16750  | -1.086  |  0.009  |  1.607  |
  0.089  |123.246  |  21734  | -16697  | -1.070  |  0.009  |  1.610  |
  0.085  |122.983  |  21691  | -16658  | -1.059  |  0.009  |  1.569  |
  0.081  |122.804  |  21664  | -16629  | -1.048  |  0.010  |  1.586  |
  0.077  |122.692  |  21649  | -16609  | -1.041  |  0.010  |  1.605  |
  0.071  |122.653  |  21646  | -16600  | -1.038  |  0.010  |  1.600  |
  0.070  |122.653  |  21646  | -16600  | -1.036  |  0.010  |  1.617  |
  0.078  |122.663  |  21647  | -16602  | -1.037  |  0.009  |  1.595  |
  0.099  |122.698  |  21652  | -16608  | -1.041  |  0.010  |  1.602  |
  0.078  |122.964  |  21715  | -16628  | -1.045  |  0.009  |  1.610  |
  0.041  |123.326  |  21863  | -16593  | -1.057  |  0.005  |  1.746  |
  0.028  |123.577  |  21999  | -16535  | -1.069  | -0.004  |  1.996  |
  0.049  |123.698  |  22107  | -16465  | -1.078  | -0.015  |  2.210  |
  0.066  |123.913  |  22198  | -16441  | -1.086  | -0.028  |  2.415  |
  0.067  |124.250  |  22298  | -16446  | -1.093  | -0.043  |  2.532  |
  0.045  |124.766  |  22430  | -16475  | -1.100  | -0.062  |  2.667  |
  0.013  |125.395  |  22578  | -16523  | -1.106  | -0.083  |  2.806  |
  0.007  |125.882  |  22694  | -16559  | -1.111  | -0.102  |  2.906  |
  0.008  |126.331  |  22799  | -16594  | -1.113  | -0.123  |  2.995  |
  0.007  |126.790  |  22903  | -16633  | -1.113  | -0.142  |  3.094  |
  0.001  |127.258  |  22992  | -16690  | -1.112  | -0.162  | -3.117  |
 -0.001  |127.694  |  23057  | -16761  | -1.111  | -0.180  | -3.103  |
 -0.007  |128.108  |  23112  | -16835  | -1.111  | -0.196  | -3.123  |
 -0.010  |128.496  |  23167  | -16901  | -1.111  | -0.211  | -3.141  |
 -0.017  |128.817  |  23213  | -16955  | -1.111  | -0.224  |  3.133  |
 -0.018  |129.028  |  23242  | -16992  | -1.111  | -0.234  |  3.120  |
 -0.008  |129.154  |  23258  | -17015  | -1.112  | -0.241  |  3.111  |
 -0.008  |129.221  |  23268  | -17026  | -1.112  | -0.245  |  3.112  |
 -0.011  |129.230  |  23271  | -17026  | -1.112  | -0.246  |  3.110  |
 -0.029  |129.227  |  23271  | -17025  | -1.112  | -0.244  |  3.111  |
 -0.058  |129.083  |  23251  | -17000  | -1.111  | -0.238  |  3.111  |
 -0.027  |128.637  |  23192  | -16920  | -1.111  | -0.229  |  3.138  |
  0.016  |128.076  |  23115  | -16822  | -1.111  | -0.217  | -3.121  |
  0.036  |127.601  |  23048  | -16741  | -1.111  | -0.202  | -3.099  |
  0.045  |127.236  |  22993  | -16682  | -1.111  | -0.188  | -3.090  |
  0.048  |126.944  |  22945  | -16639  | -1.113  | -0.176  | -3.109  |
  0.047  |126.732  |  22906  | -16612  | -1.114  | -0.166  | -3.125  |
  0.045  |126.569  |  22877  | -16590  | -1.114  | -0.157  | -3.122  |
  0.043  |126.476  |  22861  | -16577  | -1.114  | -0.151  | -3.121  |
  0.034  |126.453  |  22855  | -16576  | -1.114  | -0.147  | -3.125  |
  0.028  |126.450  |  22854  | -16576  | -1.114  | -0.145  | -3.130  |
  0.025  |126.450  |  22854  | -16576  | -1.114  | -0.144  | -3.130  |
  0.024  |126.450  |  22854  | -16576  | -1.114  | -0.144  | -3.130  |
  0.026  |126.450  |  22854  | -16576  | -1.114  | -0.144  | -3.130  |
  0.029  |126.450  |  22854  | -16576  | -1.114  | -0.144  | -3.130  |
  0.036  |126.450  |  22854  | -16576  | -1.114  | -0.145  | -3.130  |
  0.046  |126.456  |  22855  | -16577  | -1.114  | -0.147  | -3.130  |
  0.064  |126.469  |  22858  | -16578  | -1.115  | -0.150  |  3.134  |
  0.061  |126.681  |  22892  | -16610  | -1.114  | -0.155  | -3.130  |
  0.019  |126.989  |  22937  | -16661  | -1.114  | -0.160  | -3.132  |
  0.211  |126.351  |  22840  | -16559  | -1.114  | -0.168  | -3.136  |
  0.211  |126.841  |  22915  | -16637  | -1.114  | -0.182  | -3.137  |
  0.143  |127.903  |  23075  | -16808  | -1.114  | -0.207  |  3.136  |
  0.110  |128.984  |  23237  | -16983  | -1.115  | -0.237  |  3.125  |
  0.101  |130.067  |  23405  | -17153  | -1.116  | -0.280  |  3.120  |
  0.080  |131.315  |  23604  | -17343  | -1.117  | -0.325  |  3.129  |
  0.054  |132.636  |  23814  | -17545  | -1.118  | -0.368  |  3.132  |
  0.065  |133.855  |  24006  | -17733  | -1.119  | -0.422  |  3.141  |
  0.084  |135.099  |  24194  | -17933  | -1.118  | -0.470  |  3.135  |
  0.078  |136.501  |  24410  | -18154  | -1.119  | -0.529  |  3.123  |
  0.048  |138.082  |  24661  | -18396  | -1.124  | -0.587  |  3.116  |
  0.038  |139.704  |  24920  | -18643  | -1.124  | -0.649  |  3.138  |
  0.077  |141.083  |  25129  | -18864  | -1.124  | -0.710  |  3.129  |
  0.081  |142.626  |  25367  | -19107  | -1.124  | -0.766  |  3.135  |
  0.030  |144.457  |  25657  | -19388  | -1.127  | -0.835  |  3.134  |
 -0.013  |146.166  |  25927  | -19651  | -1.128  | -0.893  |  3.140  |
  0.024  |147.568  |  26143  | -19872  | -1.127  | -0.962  |  3.141  |
  0.052  |148.988  |  26362  | -20096  | -1.128  | -1.024  |  3.119  |
  0.027  |150.614  |  26618  | -20347  | -1.129  | -1.080  |  3.134  |
 -0.051  |152.394  |  26899  | -20621  | -1.130  | -1.144  |  3.129  |
 -0.095  |153.869  |  27125  | -20855  | -1.128  | -1.199  |  3.138  |
 -0.090  |154.937  |  27292  | -21021  | -1.128  | -1.244  |  3.140  |
 -0.088  |155.790  |  27429  | -21150  | -1.129  | -1.287  | -3.136  |
 -0.096  |156.445  |  27534  | -21249  | -1.129  | -1.317  | -3.124  |
 -0.088  |156.797  |  27592  | -21301  | -1.129  | -1.336  | -3.119  |
 -0.074  |156.894  |  27609  | -21314  | -1.129  | -1.348  | -3.114  |
 -0.085  |156.881  |  27608  | -21311  | -1.129  | -1.350  | -3.109  |
 -0.102  |156.647  |  27581  | -21265  | -1.128  | -1.343  | -3.099  |
 -0.052  |155.899  |  27468  | -21145  | -1.129  | -1.328  | -3.078  |
  0.002  |154.992  |  27326  | -21004  | -1.130  | -1.305  | -3.071  |
  0.027  |154.145  |  27195  | -20871  | -1.131  | -1.274  | -3.071  |
  0.034  |153.331  |  27066  | -20746  | -1.134  | -1.244  | -3.083  |
  0.043  |152.487  |  26932  | -20617  | -1.136  | -1.215  | -3.088  |
  0.061  |151.618  |  26791  | -20487  | -1.139  | -1.180  | -3.100  |
  0.074  |150.807  |  26661  | -20364  | -1.140  | -1.149  | -3.109  |
  0.078  |150.079  |  26546  | -20252  | -1.142  | -1.121  | -3.116  |
  0.084  |149.421  |  26446  | -20147  | -1.142  | -1.092  | -3.107  |
  0.087  |148.783  |  26350  | -20044  | -1.143  | -1.066  | -3.098  |
  0.085  |148.302  |  26278  | -19966  | -1.142  | -1.046  | -3.088  |
  0.090  |147.872  |  26213  | -19897  | -1.143  | -1.027  | -3.078  |
  0.085  |147.545  |  26162  | -19846  | -1.144  | -1.013  | -3.077  |
  0.084  |147.305  |  26123  | -19810  | -1.145  | -1.000  | -3.086  |
  0.084  |147.151  |  26101  | -19784  | -1.146  | -0.993  | -3.094  |
  0.083  |147.103  |  26094  | -19776  | -1.146  | -0.989  | -3.088  |
  0.083  |147.106  |  26094  | -19777  | -1.146  | -0.987  | -3.084  |
  0.100  |147.119  |  26096  | -19779  | -1.146  | -0.989  | -3.084  |
  0.107  |147.318  |  26123  | -19814  | -1.146  | -0.994  | -3.094  |
  0.071  |147.744  |  26177  | -19893  | -1.146  | -1.001  | -3.114  |
  0.039  |148.116  |  26291  | -19895  | -1.147  | -1.012  | -3.129  |
  0.019  |148.437  |  26434  | -19852  | -1.139  | -1.027  | -2.909  |
  0.024  |148.636  |  26561  | -19787  | -1.128  | -1.042  | -2.650  |
  0.040  |148.783  |  26679  | -19715  | -1.115  | -1.051  | -2.419  |
  0.051  |149.030  |  26785  | -19686  | -1.100  | -1.058  | -2.207  |
  0.050  |149.370  |  26887  | -19690  | -1.084  | -1.063  | -2.103  |
  0.054  |149.739  |  26987  | -19705  | -1.065  | -1.067  | -1.978  |
  0.039  |150.220  |  27101  | -19741  | -1.048  | -1.072  | -1.868  |
  0.009  |150.762  |  27220  | -19791  | -1.030  | -1.075  | -1.775  |
 -0.006  |151.217  |  27325  | -19828  | -1.012  | -1.076  | -1.684  |
 -0.007  |151.554  |  27405  | -19853  | -0.993  | -1.076  | -1.576  |
 -0.002  |151.827  |  27456  | -19887  | -0.978  | -1.074  | -1.523  |
  0.009  |152.093  |  27498  | -19928  | -0.967  | -1.074  | -1.519  |
 -0.002  |152.410  |  27544  | -19981  | -0.956  | -1.074  | -1.532  |
 -0.010  |152.628  |  27574  | -20019  | -0.948  | -1.074  | -1.538  |
 -0.004  |152.734  |  27585  | -20041  | -0.943  | -1.074  | -1.554  |
  0.011  |152.737  |  27585  | -20042  | -0.938  | -1.074  | -1.558  |
  0.012  |152.776  |  27596  | -20043  | -0.939  | -1.070  | -1.525  |
  0.002  |152.814  |  27608  | -20043  | -0.938  | -1.072  | -1.514  |
 -0.012  |152.811  |  27608  | -20042  | -0.939  | -1.072  | -1.507  |
 -0.038  |152.712  |  27592  | -20027  | -0.944  | -1.072  | -1.507  |
 -0.013  |152.397  |  27538  | -19983  | -0.951  | -1.072  | -1.514  |
  0.024  |151.984  |  27473  | -19919  | -0.957  | -1.074  | -1.546  |
  0.046  |151.657  |  27424  | -19866  | -0.966  | -1.074  | -1.542  |
  0.042  |151.477  |  27397  | -19837  | -0.976  | -1.074  | -1.529  |
  0.029  |151.336  |  27379  | -19811  | -0.983  | -1.074  | -1.530  |
  0.035  |151.137  |  27350  | -19778  | -0.991  | -1.075  | -1.525  |
  0.041  |150.970  |  27325  | -19751  | -0.997  | -1.075  | -1.521  |
  0.043  |150.855  |  27308  | -19732  | -1.001  | -1.075  | -1.519  |
  0.038  |150.784  |  27302  | -19716  | -1.006  | -1.075  | -1.512  |
  0.034  |150.740  |  27302  | -19702  | -1.009  | -1.074  | -1.498  |
  0.031  |150.682  |  27302  | -19684  | -1.012  | -1.073  | -1.469  |
  0.028  |150.592  |  27292  | -19666  | -1.015  | -1.073  | -1.457  |
  0.043  |150.464  |  27263  | -19655  | -1.018  | -1.073  | -1.467  |
  0.046  |150.441  |  27255  | -19656  | -1.020  | -1.074  | -1.490  |
  0.051  |150.448  |  27255  | -19658  | -1.020  | -1.074  | -1.493  |
  0.064  |150.457  |  27256  | -19660  | -1.019  | -1.074  | -1.492  |
  0.072  |150.611  |  27274  | -19690  | -1.014  | -1.074  | -1.499  |
  0.042  |150.903  |  27316  | -19739  | -1.010  | -1.074  | -1.520  |
  0.013  |151.188  |  27353  | -19791  | -1.004  | -1.075  | -1.531  |
  0.121  |150.672  |  27267  | -19716  | -1.000  | -1.075  | -1.550  |
  0.199  |150.711  |  27279  | -19716  | -0.992  | -1.073  | -1.586  |
  0.144  |151.455  |  27393  | -19834  | -0.976  | -1.073  | -1.569  |
  0.102  |152.282  |  27516  | -19969  | -0.954  | -1.073  | -1.580  |
  0.092  |153.081  |  27637  | -20097  | -0.929  | -1.073  | -1.589  |
  0.091  |153.914  |  27767  | -20227  | -0.895  | -1.074  | -1.598  |
  0.083  |154.841  |  27911  | -20372  | -0.864  | -1.076  | -1.575  |
  0.073  |155.842  |  28059  | -20536  | -0.825  | -1.075  | -1.563  |
  0.055  |156.910  |  28215  | -20713  | -0.785  | -1.074  | -1.640  |
  0.059  |157.913  |  28368  | -20873  | -0.749  | -1.075  | -1.637  |
  0.066  |158.924  |  28533  | -21023  | -0.702  | -1.079  | -1.593  |
  0.070  |159.985  |  28710  | -21177  | -0.662  | -1.080  | -1.568  |
  0.070  |161.092  |  28887  | -21345  | -0.617  | -1.080  | -1.559  |
  0.063  |162.259  |  29064  | -21532  | -0.573  | -1.080  | -1.554  |
  0.043  |163.494  |  29247  | -21734  | -0.531  | -1.079  | -1.584  |
  0.050  |164.610  |  29418  | -21911  | -0.485  | -1.081  | -1.593  |
  0.062  |165.722  |  29599  | -22077  | -0.433  | -1.085  | -1.598  |
  0.061  |166.890  |  29788  | -22252  | -0.384  | -1.085  | -1.587  |
  0.055  |168.102  |  29976  | -22442  | -0.337  | -1.085  | -1.584  |
  0.008  |169.442  |  30177  | -22659  | -0.295  | -1.086  | -1.602  |
  0.014  |170.501  |  30338  | -22828  | -0.247  | -1.086  | -1.621  |
  0.022  |171.533  |  30503  | -22985  | -0.207  | -1.087  | -1.615  |
  0.022  |172.502  |  30663  | -23127  | -0.165  | -1.089  | -1.568  |
  0.033  |173.461  |  30818  | -23271  | -0.123  | -1.090  | -1.554  |
  0.040  |174.307  |  30945  | -23408  | -0.087  | -1.090  | -1.558  |
  0.016  |175.253  |  31081  | -23567  | -0.053  | -1.090  | -1.583  |
 -0.027  |176.183  |  31221  | -23717  | -0.024  | -1.091  | -1.604  |
 -0.040  |176.844  |  31327  | -23817  |  0.006  | -1.093  | -1.614  |
 -0.034  |177.258  |  31397  | -23876  |  0.026  | -1.092  | -1.591  |
 -0.046  |177.501  |  31443  | -23906  |  0.038  | -1.093  | -1.563  |
 -0.046  |177.514  |  31447  | -23906  |  0.044  | -1.093  | -1.543  |
 -0.052  |177.364  |  31427  | -23879  |  0.041  | -1.093  | -1.545  |
 -0.020  |176.883  |  31356  | -23800  |  0.033  | -1.093  | -1.537  |
  0.028  |176.228  |  31259  | -23693  |  0.016  | -1.092  | -1.522  |
  0.037  |175.645  |  31166  | -23604  | -0.003  | -1.095  | -1.524  |
  0.044  |175.077  |  31076  | -23517  | -0.023  | -1.095  | -1.529  |
  0.061  |174.461  |  30979  | -23422  | -0.047  | -1.096  | -1.539  |
  0.071  |173.884  |  30886  | -23335  | -0.068  | -1.097  | -1.544  |
  0.081  |173.348  |  30801  | -23253  | -0.088  | -1.098  | -1.543  |
  0.089  |172.880  |  30728  | -23180  | -0.108  | -1.099  | -1.544  |
  0.090  |172.531  |  30676  | -23123  | -0.124  | -1.098  | -1.538  |
  0.073  |172.242  |  30634  | -23075  | -0.139  | -1.098  | -1.524  |
  0.077  |171.925  |  30585  | -23025  | -0.150  | -1.099  | -1.526  |
  0.093  |171.652  |  30540  | -22985  | -0.160  | -1.099  | -1.532  |
  0.090  |171.553  |  30525  | -22969  | -0.168  | -1.098  | -1.525  |
  0.068  |171.553  |  30524  | -22970  | -0.173  | -1.099  | -1.528  |
  0.066  |171.428  |  30503  | -22952  | -0.177  | -1.099  | -1.534  |
  0.088  |171.354  |  30493  | -22939  | -0.179  | -1.099  | -1.532  |
  0.093  |171.367  |  30496  | -22940  | -0.179  | -1.099  | -1.523  |
  0.111  |171.437  |  30513  | -22945  | -0.175  | -1.098  | -1.525  |
  0.083  |171.742  |  30562  | -22991  | -0.169  | -1.098  | -1.513  |
  0.051  |172.088  |  30613  | -23048  | -0.162  | -1.098  | -1.517  |
  0.041  |172.322  |  30647  | -23087  | -0.154  | -1.098  | -1.527  |
  0.043  |172.467  |  30667  | -23112  | -0.148  | -1.098  | -1.531  |
  0.038  |172.572  |  30706  | -23106  | -0.142  | -1.098  | -1.537  |
