initializing xbee... 
starting print thread... 
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
resetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...

RUNNING: Hold upright to balance.
                 SENSORS               |            MOCAP            |
    θ    |    φ    |  L Enc  |  R Enc  |    X    |    Y    |    ψ    |
 -0.213  |275.984  |  49926  | -36132  | -0.091  | -0.816  |  0.097  |
 -0.185  |275.904  |  49912  | -36121  | -0.092  | -0.808  |  0.078  |
 -0.112  |275.281  |  49819  | -36020  | -0.091  | -0.812  |  0.082  |
  0.049  |274.101  |  49642  | -35829  | -0.089  | -0.825  |  0.090  |
  0.207  |273.097  |  49496  | -35662  | -0.089  | -0.840  |  0.110  |
  0.200  |272.988  |  49481  | -35643  | -0.088  | -0.850  |  0.116  |
  0.167  |273.267  |  49514  | -35697  | -0.088  | -0.851  |  0.112  |
  0.058  |274.082  |  49630  | -35835  | -0.087  | -0.844  |  0.083  |
 -0.095  |275.012  |  49773  | -35982  | -0.087  | -0.834  |  0.069  |
 -0.126  |275.253  |  49809  | -36021  | -0.088  | -0.826  |  0.073  |
 -0.105  |275.047  |  49782  | -35984  | -0.088  | -0.825  |  0.080  |
 -0.022  |274.377  |  49685  | -35872  | -0.087  | -0.831  |  0.094  |
  0.104  |273.473  |  49552  | -35723  | -0.087  | -0.842  |  0.106  |
  0.179  |273.008  |  49484  | -35646  | -0.086  | -0.853  |  0.120  |
  0.158  |273.085  |  49493  | -35661  | -0.085  | -0.858  |  0.123  |
  0.108  |273.527  |  49552  | -35740  | -0.086  | -0.855  |  0.090  |
  0.003  |274.278  |  49659  | -35867  | -0.085  | -0.847  |  0.082  |
 -0.101  |274.823  |  49742  | -35954  | -0.085  | -0.840  |  0.069  |
 -0.087  |274.768  |  49740  | -35939  | -0.086  | -0.836  |  0.081  |
 -0.057  |274.444  |  49698  | -35880  | -0.085  | -0.839  |  0.100  |
  0.035  |273.720  |  49592  | -35760  | -0.085  | -0.848  |  0.120  |
  0.155  |273.001  |  49483  | -35645  | -0.084  | -0.858  |  0.129  |
  0.158  |272.873  |  49464  | -35624  | -0.083  | -0.864  |  0.124  |
  0.140  |273.030  |  49491  | -35646  | -0.084  | -0.866  |  0.117  |
  0.081  |273.527  |  49561  | -35731  | -0.084  | -0.861  |  0.132  |
  0.105  |273.476  |  49543  | -35733  | -0.084  | -0.853  |  0.098  |
  0.235  |273.479  |  49541  | -35736  | -0.084  | -0.836  |  0.082  |
  0.187  |274.406  |  49679  | -35887  | -0.086  | -0.816  |  0.069  |
  0.093  |275.743  |  49881  | -36102  | -0.087  | -0.782  |  0.055  |
  0.055  |276.869  |  50056  | -36278  | -0.088  | -0.747  |  0.045  |
  0.098  |277.802  |  50208  | -36417  | -0.091  | -0.702  |  0.051  |
  0.102  |278.950  |  50393  | -36590  | -0.093  | -0.660  |  0.071  |
  0.077  |280.310  |  50609  | -36798  | -0.095  | -0.612  |  0.085  |
  0.034  |281.737  |  50831  | -37021  | -0.098  | -0.563  |  0.091  |
  0.053  |282.901  |  51008  | -37207  | -0.101  | -0.512  |  0.078  |
  0.078  |284.094  |  51193  | -37394  | -0.104  | -0.456  |  0.075  |
  0.076  |285.441  |  51406  | -37601  | -0.107  | -0.408  |  0.077  |
  0.057  |286.868  |  51628  | -37824  | -0.110  | -0.350  |  0.085  |
  0.046  |288.237  |  51837  | -38042  | -0.114  | -0.301  |  0.077  |
  0.056  |289.540  |  52038  | -38247  | -0.117  | -0.243  |  0.068  |
  0.065  |290.883  |  52250  | -38454  | -0.119  | -0.192  |  0.070  |
  0.067  |292.272  |  52472  | -38665  | -0.123  | -0.132  |  0.080  |
  0.043  |293.757  |  52702  | -38898  | -0.127  | -0.077  |  0.085  |
  0.033  |295.171  |  52919  | -39122  | -0.130  | -0.026  |  0.077  |
  0.027  |296.556  |  53133  | -39340  | -0.134  |  0.029  |  0.068  |
  0.027  |298.022  |  53365  | -39565  | -0.137  |  0.092  |  0.072  |
 -0.009  |299.468  |  53592  | -39789  | -0.140  |  0.139  |  0.079  |
 -0.191  |301.351  |  53884  | -40084  | -0.142  |  0.186  |  0.082  |
 -0.361  |302.704  |  54092  | -40298  | -0.146  |  0.223  |  0.063  |
 -0.331  |302.595  |  54081  | -40275  | -0.146  |  0.236  |  0.085  |
 -0.227  |301.498  |  53922  | -40092  | -0.145  |  0.226  |  0.105  |
  0.022  |299.346  |  53590  | -39753  | -0.141  |  0.197  |  0.115  |
  0.347  |297.021  |  53230  | -39388  | -0.138  |  0.165  |  0.117  |
  0.434  |296.188  |  53102  | -39256  | -0.135  |  0.134  |  0.118  |
  0.327  |296.816  |  53194  | -39360  | -0.134  |  0.125  |  0.115  |
  0.111  |298.381  |  53430  | -39612  | -0.134  |  0.138  |  0.091  |
 -0.171  |300.126  |  53694  | -39892  | -0.135  |  0.160  |  0.066  |
 -0.249  |300.696  |  53777  | -39987  | -0.136  |  0.172  |  0.058  |
 -0.192  |300.254  |  53710  | -39916  | -0.137  |  0.175  |  0.048  |
 -0.039  |299.003  |  53521  | -39715  | -0.136  |  0.162  |  0.073  |
  0.188  |297.374  |  53273  | -39455  | -0.135  |  0.141  |  0.087  |
  0.307  |296.447  |  53134  | -39305  | -0.134  |  0.120  |  0.091  |
  0.253  |296.646  |  53165  | -39336  | -0.133  |  0.109  |  0.099  |
  0.153  |297.403  |  53277  | -39460  | -0.133  |  0.113  |  0.091  |
 -0.001  |298.516  |  53448  | -39636  | -0.134  |  0.125  |  0.074  |
 -0.124  |299.263  |  53560  | -39757  | -0.134  |  0.139  |  0.061  |
 -0.111  |299.247  |  53559  | -39753  | -0.135  |  0.145  |  0.059  |
 -0.068  |298.814  |  53496  | -39681  | -0.134  |  0.142  |  0.069  |
  0.054  |297.858  |  53349  | -39530  | -0.134  |  0.130  |  0.095  |
  0.199  |296.912  |  53204  | -39380  | -0.133  |  0.117  |  0.086  |
  0.205  |296.739  |  53177  | -39353  | -0.132  |  0.106  |  0.093  |
  0.176  |296.960  |  53208  | -39391  | -0.131  |  0.105  |  0.090  |
  0.101  |297.579  |  53302  | -39490  | -0.132  |  0.110  |  0.082  |
 -0.011  |298.381  |  53427  | -39615  | -0.132  |  0.121  |  0.083  |
 -0.081  |298.785  |  53488  | -39680  | -0.133  |  0.129  |  0.084  |
 -0.075  |298.731  |  53483  | -39668  | -0.133  |  0.132  |  0.085  |
 -0.028  |298.250  |  53477  | -39524  | -0.133  |  0.128  |  0.127  |
  0.085  |297.342  |  53455  | -39263  | -0.135  |  0.123  |  0.388  |
  0.225  |296.518  |  53454  | -39007  | -0.141  |  0.114  |  0.696  |
  0.263  |296.476  |  53520  | -38928  | -0.152  |  0.106  |  0.944  |
  0.172  |297.374  |  53707  | -39021  | -0.170  |  0.109  |  1.067  |
 -0.015  |298.910  |  53995  | -39212  | -0.195  |  0.114  |  1.208  |
 -0.205  |300.264  |  54252  | -39377  | -0.219  |  0.121  |  1.351  |
 -0.198  |300.475  |  54326  | -39369  | -0.239  |  0.127  |  1.476  |
 -0.135  |300.078  |  54296  | -39275  | -0.244  |  0.128  |  1.542  |
 -0.023  |299.244  |  54198  | -39113  | -0.239  |  0.129  |  1.631  |
  0.135  |298.253  |  54053  | -38949  | -0.230  |  0.129  |  1.675  |
  0.185  |297.932  |  54004  | -38898  | -0.222  |  0.130  |  1.674  |
  0.152  |298.224  |  54046  | -38947  | -0.220  |  0.130  |  1.671  |
  0.064  |298.958  |  54150  | -39072  | -0.229  |  0.130  |  1.652  |
 -0.062  |299.901  |  54291  | -39225  | -0.240  |  0.129  |  1.635  |
 -0.128  |300.353  |  54359  | -39298  | -0.251  |  0.128  |  1.638  |
 -0.114  |300.257  |  54348  | -39279  | -0.256  |  0.128  |  1.637  |
 -0.060  |299.754  |  54268  | -39202  | -0.250  |  0.129  |  1.641  |
  0.057  |298.875  |  54135  | -39061  | -0.239  |  0.129  |  1.639  |
  0.169  |298.208  |  54033  | -38955  | -0.229  |  0.130  |  1.638  |
  0.152  |298.230  |  54038  | -38957  | -0.223  |  0.130  |  1.637  |
  0.110  |298.577  |  54087  | -39016  | -0.225  |  0.130  |  1.636  |
  0.017  |299.269  |  54190  | -39129  | -0.231  |  0.130  |  1.625  |
 -0.085  |299.869  |  54285  | -39221  | -0.240  |  0.129  |  1.626  |
 -0.082  |299.940  |  54295  | -39233  | -0.245  |  0.129  |  1.640  |
 -0.089  |299.898  |  54286  | -39229  | -0.246  |  0.129  |  1.632  |
 -0.025  |299.362  |  54205  | -39143  | -0.239  |  0.130  |  1.626  |
  0.098  |298.567  |  54087  | -39013  | -0.232  |  0.130  |  1.636  |
  0.158  |298.237  |  54037  | -38960  | -0.225  |  0.130  |  1.637  |
  0.129  |298.407  |  54061  | -38989  | -0.222  |  0.130  |  1.637  |
  0.067  |298.888  |  54131  | -39069  | -0.226  |  0.130  |  1.627  |
 -0.031  |299.523  |  54228  | -39170  | -0.233  |  0.130  |  1.619  |
 -0.069  |299.750  |  54268  | -39201  | -0.239  |  0.130  |  1.632  |
 -0.062  |299.667  |  54260  | -39183  | -0.241  |  0.130  |  1.644  |
 -0.029  |299.282  |  54207  | -39116  | -0.236  |  0.130  |  1.664  |
  0.053  |298.634  |  54106  | -39015  | -0.227  |  0.131  |  1.668  |
  0.144  |298.108  |  54020  | -38937  | -0.218  |  0.132  |  1.655  |
  0.134  |298.092  |  54020  | -38932  | -0.212  |  0.132  |  1.645  |
  0.106  |298.336  |  54058  | -38970  | -0.214  |  0.132  |  1.656  |
  0.220  |298.044  |  54007  | -38930  | -0.220  |  0.132  |  1.650  |
  0.249  |298.493  |  54077  | -39000  | -0.236  |  0.131  |  1.639  |
  0.178  |299.722  |  54262  | -39198  | -0.266  |  0.129  |  1.631  |
  0.084  |301.226  |  54492  | -39437  | -0.300  |  0.127  |  1.628  |
  0.079  |302.415  |  54675  | -39625  | -0.337  |  0.125  |  1.625  |
  0.097  |303.554  |  54853  | -39802  | -0.393  |  0.123  |  1.625  |
  0.081  |304.965  |  55073  | -40022  | -0.449  |  0.120  |  1.621  |
  0.032  |306.549  |  55321  | -40268  | -0.503  |  0.117  |  1.623  |
  0.061  |307.848  |  55520  | -40474  | -0.558  |  0.114  |  1.616  |
  0.084  |309.172  |  55727  | -40680  | -0.611  |  0.111  |  1.621  |
  0.075  |310.673  |  55964  | -40911  | -0.674  |  0.109  |  1.623  |
  0.043  |312.331  |  56227  | -41165  | -0.734  |  0.106  |  1.633  |
  0.048  |313.851  |  56463  | -41403  | -0.795  |  0.101  |  1.637  |
  0.072  |315.282  |  56685  | -41627  | -0.857  |  0.098  |  1.636  |
  0.068  |316.863  |  56931  | -41874  | -0.915  |  0.095  |  1.637  |
  0.039  |318.611  |  57203  | -42147  | -0.984  |  0.091  |  1.632  |
  0.033  |320.272  |  57459  | -42409  | -1.043  |  0.087  |  1.627  |
  0.037  |321.853  |  57705  | -42656  | -1.108  |  0.083  |  1.625  |
  0.019  |323.495  |  57963  | -42910  | -1.178  |  0.080  |  1.630  |
 -0.093  |325.595  |  58294  | -43234  | -1.235  |  0.077  |  1.634  |
 -0.360  |327.923  |  58657  | -43597  | -1.293  |  0.072  |  1.622  |
 -0.472  |328.863  |  58802  | -43745  | -1.326  |  0.070  |  1.629  |
 -0.405  |328.190  |  58701  | -43636  | -1.329  |  0.070  |  1.626  |
 -0.205  |326.112  |  58385  | -43304  | -1.300  |  0.072  |  1.640  |
  0.118  |323.103  |  57919  | -42832  | -1.257  |  0.077  |  1.641  |
  0.530  |320.034  |  57447  | -42347  | -1.195  |  0.083  |  1.680  |
  0.580  |319.476  |  57363  | -42257  | -1.157  |  0.084  |  1.675  |
  0.421  |320.740  |  57545  | -42469  | -1.159  |  0.085  |  1.665  |
  0.097  |323.366  |  57941  | -42892  | -1.192  |  0.085  |  1.641  |
 -0.333  |326.278  |  58393  | -43348  | -1.233  |  0.083  |  1.632  |
 -0.487  |327.321  |  58553  | -43513  | -1.260  |  0.080  |  1.621  |
 -0.383  |326.320  |  58399  | -43355  | -1.260  |  0.079  |  1.615  |
 -0.132  |323.905  |  58028  | -42973  | -1.232  |  0.081  |  1.618  |
  0.234  |320.804  |  57550  | -42484  | -1.180  |  0.085  |  1.622  |
  0.594  |318.267  |  57168  | -42075  | -1.130  |  0.089  |  1.658  |
  0.582  |318.181  |  57160  | -42056  | -1.103  |  0.089  |  1.675  |
  0.395  |319.816  |  57402  | -42324  | -1.113  |  0.087  |  1.681  |
  0.068  |322.600  |  57825  | -42769  | -1.152  |  0.083  |  1.673  |
 -0.334  |325.502  |  58276  | -43223  | -1.197  |  0.080  |  1.682  |
 -0.467  |326.538  |  58433  | -43389  | -1.202  |  0.079  |  1.648  |
 -0.346  |325.631  |  58292  | -43247  | -1.237  |  0.075  |  1.676  |
 -0.074  |323.373  |  57946  | -42889  | -1.214  |  0.078  |  1.683  |
  0.349  |320.487  |  57504  | -42431  | -1.179  |  0.082  |  1.685  |
  0.578  |319.024  |  57287  | -42192  | -1.140  |  0.084  |  1.697  |
  0.470  |319.983  |  57426  | -42352  | -1.137  |  0.085  |  1.697  |
  0.196  |322.404  |  57793  | -42740  | -1.170  |  0.082  |  1.678  |
 -0.213  |325.483  |  58272  | -43221  | -1.216  |  0.079  |  1.681  |
 -0.508  |327.442  |  58574  | -43530  | -1.237  |  0.075  |  1.650  |
 -0.448  |326.984  |  58517  | -43444  | -1.268  |  0.072  |  1.691  |
 -0.294  |325.207  |  58294  | -43113  | -1.248  |  0.081  |  1.778  |
 -0.107  |322.719  |  57962  | -42669  | -1.202  |  0.097  |  1.912  |
  0.139  |319.749  |  57566  | -42139  | -1.148  |  0.116  |  2.057  |
  0.511  |316.561  |  57151  | -41560  | -1.090  |  0.148  |  2.221  |
  0.599  |314.980  |  57001  | -41217  | -1.035  |  0.164  |  2.506  |
  0.582  |314.801  |  57064  | -41098  | -1.021  |  0.160  |  2.460  |
  0.505  |315.513  |  57216  | -41168  | -0.983  |  0.164  |  2.845  |
  0.362  |317.376  |  57532  | -41433  | -0.983  |  0.130  |  2.929  |
  0.135  |320.137  |  57977  | -41849  | -0.990  |  0.075  |  2.960  |
 -0.180  |323.440  |  58513  | -42343  | -1.002  |  0.001  |  3.017  |
 -0.511  |326.198  |  58968  | -42748  | -1.005  | -0.058  |  3.101  |
 -0.503  |326.609  |  59068  | -42776  | -1.014  | -0.105  | -3.072  |
 -0.310  |325.348  |  58901  | -42550  | -1.019  | -0.111  | -2.998  |
  0.031  |322.911  |  58535  | -42156  | -1.022  | -0.092  | -2.955  |
  0.428  |320.544  |  58163  | -41790  | -1.030  | -0.066  | -2.950  |
  0.488  |320.265  |  58117  | -41749  | -1.035  | -0.047  | -2.978  |
  0.329  |321.760  |  58340  | -41992  | -1.033  | -0.060  | -2.982  |
 -0.009  |324.569  |  58756  | -42452  | -1.029  | -0.099  | -3.021  |
 -0.414  |327.314  |  59179  | -42885  | -1.022  | -0.134  | -3.017  |
 -0.500  |327.911  |  59271  | -42979  | -1.021  | -0.163  | -3.015  |
 -0.357  |326.657  |  59081  | -42778  | -1.021  | -0.158  | -3.017  |
 -0.058  |324.072  |  58688  | -42365  | -1.024  | -0.129  | -3.003  |
  0.356  |321.083  |  58229  | -41892  | -1.031  | -0.084  | -3.015  |
  0.585  |319.569  |  57998  | -41651  | -1.037  | -0.044  | -2.994  |
  0.481  |320.480  |  58146  | -41787  | -1.035  | -0.038  | -2.973  |
  0.213  |322.933  |  58519  | -42179  | -1.030  | -0.067  | -2.961  |
 -0.164  |326.096  |  59000  | -42684  | -1.018  | -0.120  | -2.972  |
 -0.525  |328.539  |  59379  | -43067  | -1.014  | -0.164  | -2.981  |
 -0.518  |328.562  |  59377  | -43076  | -1.008  | -0.186  | -2.996  |
 -0.348  |326.897  |  59121  | -42813  | -1.011  | -0.172  | -2.989  |
 -0.072  |324.152  |  58702  | -42376  | -1.016  | -0.133  | -2.981  |
  0.303  |320.936  |  58206  | -41869  | -1.025  | -0.075  | -2.975  |
  0.626  |318.643  |  57854  | -41506  | -1.035  | -0.026  | -2.977  |
  0.554  |318.861  |  57897  | -41531  | -1.036  |  0.003  | -2.953  |
  0.342  |320.641  |  58170  | -41813  | -1.032  | -0.008  | -2.935  |
 -0.015  |323.520  |  58606  | -42275  | -1.027  | -0.047  | -2.947  |
 -0.397  |326.134  |  59001  | -42695  | -1.015  | -0.087  | -2.953  |
 -0.443  |326.618  |  59074  | -42773  | -1.011  | -0.112  | -2.964  |
 -0.297  |325.470  |  58904  | -42585  | -1.011  | -0.112  | -2.965  |
  0.016  |323.059  |  58537  | -42200  | -1.014  | -0.091  | -2.948  |
  0.417  |320.483  |  58139  | -41795  | -1.024  | -0.058  | -2.955  |
  0.524  |319.845  |  58042  | -41693  | -1.027  | -0.033  | -2.949  |
  0.404  |321.041  |  58227  | -41881  | -1.025  | -0.042  | -2.943  |
  0.341  |322.622  |  58458  | -42143  | -1.019  | -0.079  | -2.960  |
  0.246  |324.848  |  58791  | -42504  | -1.012  | -0.135  | -3.011  |
  0.108  |327.568  |  59218  | -42925  | -1.001  | -0.216  | -3.016  |
  0.057  |330.021  |  59601  | -43307  | -0.987  | -0.300  | -2.998  |
  0.054  |332.343  |  59964  | -43668  | -0.973  | -0.391  | -2.990  |
  0.068  |334.626  |  60328  | -44016  | -0.960  | -0.484  | -2.974  |
  0.074  |337.034  |  60701  | -44394  | -0.945  | -0.572  | -2.971  |
  0.057  |339.610  |  61104  | -44794  | -0.929  | -0.669  | -2.975  |
  0.056  |342.156  |  61500  | -45192  | -0.913  | -0.777  | -2.978  |
  0.050  |344.773  |  61905  | -45603  | -0.895  | -0.879  | -2.984  |
  0.022  |347.502  |  62335  | -46024  | -0.882  | -0.982  | -2.984  |
 -0.042  |350.423  |  62786  | -46484  | -0.866  | -1.077  | -2.987  |
 -0.301  |353.986  |  63345  | -47036  | -0.852  | -1.183  | -2.988  |
 -0.585  |357.158  |  63838  | -47532  | -0.837  | -1.261  | -2.963  |
 -0.582  |358.649  |  64070  | -47765  | -0.827  | -1.324  | -2.976  |
 -0.564  |359.342  |  64171  | -47880  | -0.819  | -1.375  | -3.002  |
 -0.564  |359.239  |  64161  | -47858  | -0.817  | -1.390  | -3.013  |
 -0.604  |357.203  |  63822  | -47562  | -0.821  | -1.372  | -2.933  |
 -0.524  |354.153  |  63337  | -47096  | -0.818  | -1.370  | -2.857  |
 -0.217  |352.114  |  63038  | -46759  | -0.822  | -1.369  | -2.825  |
  0.105  |349.602  |  62666  | -46348  | -0.831  | -1.343  | -2.781  |
  0.365  |347.669  |  62381  | -46030  | -0.844  | -1.310  | -2.752  |
  0.329  |347.422  |  62339  | -45995  | -0.857  | -1.283  | -2.749  |
  0.200  |348.044  |  62414  | -46114  | -0.863  | -1.275  | -2.776  |
  0.022  |349.134  |  62571  | -46297  | -0.861  | -1.279  | -2.814  |
 -0.139  |349.955  |  62699  | -46425  | -0.859  | -1.284  | -2.827  |
 -0.136  |349.865  |  62694  | -46402  | -0.859  | -1.286  | -2.790  |
 -0.085  |349.266  |  62611  | -46298  | -0.861  | -1.279  | -2.773  |
  0.057  |348.082  |  62434  | -46106  | -0.868  | -1.265  | -2.761  |
  0.217  |346.963  |  62263  | -45928  | -0.875  | -1.248  | -2.754  |
  0.227  |346.710  |  62223  | -45889  | -0.882  | -1.236  | -2.761  |
  0.189  |346.934  |  62254  | -45928  | -0.884  | -1.232  | -2.761  |
  0.098  |347.627  |  62350  | -46048  | -0.882  | -1.237  | -2.779  |
 -0.035  |348.499  |  62477  | -46193  | -0.878  | -1.246  | -2.808  |
 -0.099  |348.903  |  62540  | -46256  | -0.876  | -1.253  | -2.808  |
 -0.086  |348.778  |  62524  | -46233  | -0.875  | -1.255  | -2.796  |
 -0.028  |348.230  |  62451  | -46135  | -0.876  | -1.250  | -2.787  |
  0.091  |347.332  |  62317  | -45989  | -0.880  | -1.240  | -2.758  |
  0.199  |346.678  |  62217  | -45885  | -0.886  | -1.230  | -2.757  |
  0.184  |346.687  |  62221  | -45884  | -0.889  | -1.225  | -2.756  |
  0.147  |347.014  |  62266  | -45941  | -0.888  | -1.226  | -2.757  |
  0.054  |347.675  |  62417  | -45996  | -0.885  | -1.233  | -2.766  |
 -0.043  |348.349  |  62625  | -45998  | -0.872  | -1.244  | -2.531  |
 -0.101  |348.660  |  62771  | -45949  | -0.861  | -1.251  | -2.291  |
 -0.035  |348.272  |  62802  | -45797  | -0.853  | -1.255  | -2.028  |
  0.062  |347.675  |  62788  | -45625  | -0.851  | -1.253  | -1.825  |
  0.134  |347.326  |  62800  | -45504  | -0.851  | -1.247  | -1.652  |
  0.131  |347.419  |  62843  | -45490  | -0.849  | -1.241  | -1.522  |
  0.085  |347.861  |  62950  | -45521  | -0.841  | -1.239  | -1.438  |
 -0.009  |348.621  |  63115  | -45593  | -0.829  | -1.234  | -1.331  |
 -0.085  |349.121  |  63227  | -45637  | -0.818  | -1.228  | -1.213  |
 -0.072  |349.125  |  63226  | -45639  | -0.812  | -1.225  | -1.170  |
 -0.057  |348.948  |  63193  | -45617  | -0.813  | -1.225  | -1.188  |
  0.012  |348.406  |  63108  | -45533  | -0.819  | -1.228  | -1.197  |
  0.115  |347.797  |  63018  | -45433  | -0.826  | -1.230  | -1.194  |
  0.132  |347.653  |  63000  | -45406  | -0.833  | -1.230  | -1.166  |
  0.119  |347.784  |  63020  | -45427  | -0.834  | -1.231  | -1.165  |
  0.070  |348.220  |  63087  | -45496  | -0.829  | -1.229  | -1.166  |
 -0.018  |348.858  |  63186  | -45596  | -0.821  | -1.227  | -1.156  |
 -0.078  |349.189  |  63233  | -45652  | -0.815  | -1.224  | -1.161  |
 -0.066  |349.109  |  63221  | -45639  | -0.813  | -1.223  | -1.165  |
 -0.035  |348.775  |  63169  | -45587  | -0.817  | -1.225  | -1.163  |
  0.051  |348.111  |  63067  | -45482  | -0.825  | -1.228  | -1.164  |
  0.146  |347.534  |  62982  | -45387  | -0.833  | -1.231  | -1.155  |
  0.139  |347.489  |  62978  | -45377  | -0.839  | -1.232  | -1.164  |
  0.120  |347.688  |  63006  | -45411  | -0.839  | -1.232  | -1.160  |
  0.051  |348.233  |  63087  | -45500  | -0.833  | -1.230  | -1.168  |
 -0.045  |348.830  |  63179  | -45594  | -0.825  | -1.228  | -1.160  |
 -0.062  |348.968  |  63199  | -45617  | -0.821  | -1.226  | -1.160  |
 -0.062  |348.884  |  63183  | -45607  | -0.820  | -1.226  | -1.163  |
 -0.015  |348.438  |  63112  | -45539  | -0.826  | -1.228  | -1.174  |
  0.087  |347.714  |  63005  | -45420  | -0.835  | -1.232  | -1.167  |
  0.158  |347.277  |  62941  | -45348  | -0.843  | -1.234  | -1.162  |
  0.138  |347.361  |  62954  | -45361  | -0.847  | -1.235  | -1.166  |
  0.103  |347.691  |  63005  | -45413  | -0.844  | -1.234  | -1.167  |
  0.022  |348.297  |  63098  | -45509  | -0.837  | -1.231  | -1.157  |
 -0.067  |348.788  |  63174  | -45586  | -0.830  | -1.229  | -1.156  |
 -0.057  |348.794  |  63173  | -45589  | -0.826  | -1.228  | -1.159  |
 -0.043  |348.589  |  63140  | -45558  | -0.828  | -1.229  | -1.161  |
  0.023  |348.034  |  63056  | -45469  | -0.835  | -1.231  | -1.160  |
  0.245  |346.838  |  62875  | -45277  | -0.843  | -1.234  | -1.153  |
  0.292  |346.835  |  62876  | -45275  | -0.845  | -1.232  | -1.156  |
  0.191  |347.765  |  63017  | -45424  | -0.836  | -1.229  | -1.156  |
  0.136  |348.737  |  63167  | -45577  | -0.812  | -1.220  | -1.163  |
  0.108  |349.750  |  63320  | -45740  | -0.776  | -1.210  | -1.202  |
  0.061  |350.888  |  63491  | -45924  | -0.746  | -1.198  | -1.197  |
  0.069  |351.818  |  63630  | -46075  | -0.711  | -1.185  | -1.218  |
  0.090  |352.784  |  63776  | -46230  | -0.673  | -1.171  | -1.234  |
  0.085  |353.913  |  63956  | -46402  | -0.633  | -1.157  | -1.203  |
  0.050  |355.240  |  64170  | -46602  | -0.594  | -1.142  | -1.190  |
  0.035  |356.481  |  64366  | -46793  | -0.545  | -1.124  | -1.184  |
  0.061  |357.431  |  64511  | -46944  | -0.504  | -1.109  | -1.209  |
  0.070  |358.534  |  64676  | -47123  | -0.465  | -1.092  | -1.224  |
  0.065  |359.736  |  64864  | -47310  | -0.419  | -1.075  | -1.211  |
  0.058  |360.984  |  65064  | -47499  | -0.378  | -1.060  | -1.203  |
  0.044  |362.228  |  65263  | -47688  | -0.329  | -1.043  | -1.186  |
  0.057  |363.341  |  65433  | -47865  | -0.284  | -1.026  | -1.186  |
  0.061  |364.496  |  65605  | -48053  | -0.240  | -1.008  | -1.205  |
  0.057  |365.711  |  65792  | -48245  | -0.200  | -0.993  | -1.218  |
  0.051  |367.074  |  66011  | -48451  | -0.146  | -0.974  | -1.210  |
  0.039  |368.315  |  66212  | -48637  | -0.101  | -0.959  | -1.192  |
  0.044  |369.441  |  66384  | -48816  | -0.060  | -0.943  | -1.187  |
  0.025  |370.611  |  66558  | -49007  | -0.015  | -0.924  | -1.210  |
  0.029  |371.653  |  66713  | -49177  |  0.022  | -0.910  | -1.236  |
  0.018  |372.696  |  66884  | -49331  |  0.068  | -0.896  | -1.223  |
 -0.018  |373.793  |  67071  | -49486  |  0.102  | -0.885  | -1.182  |
 -0.164  |375.111  |  67281  | -49687  |  0.131  | -0.874  | -1.156  |
 -0.240  |375.736  |  67373  | -49790  |  0.150  | -0.866  | -1.147  |
 -0.208  |375.486  |  67334  | -49751  |  0.154  | -0.863  | -1.160  |
 -0.111  |374.488  |  67180  | -49594  |  0.142  | -0.868  | -1.158  |
  0.093  |372.779  |  66917  | -49324  |  0.121  | -0.876  | -1.160  |
  0.308  |371.211  |  66681  | -49071  |  0.095  | -0.884  | -1.139  |
  0.308  |370.919  |  66634  | -49027  |  0.075  | -0.892  | -1.155  |
  0.231  |371.365  |  66692  | -49108  |  0.071  | -0.895  | -1.154  |
  0.073  |372.471  |  66860  | -49285  |  0.079  | -0.893  | -1.183  |
 -0.093  |373.488  |  67022  | -49440  |  0.090  | -0.889  | -1.172  |
 -0.120  |373.696  |  67057  | -49470  |  0.098  | -0.887  | -1.152  |
 -0.087  |373.360  |  67007  | -49415  |  0.097  | -0.887  | -1.151  |
  0.017  |372.484  |  66875  | -49274  |  0.087  | -0.891  | -1.144  |
  0.177  |371.394  |  66710  | -49099  |  0.074  | -0.894  | -1.137  |
  0.227  |370.942  |  66636  | -49032  |  0.062  | -0.899  | -1.143  |
  0.196  |371.076  |  66653  | -49057  |  0.057  | -0.903  | -1.144  |
  0.138  |371.567  |  66720  | -49143  |  0.060  | -0.902  | -1.160  |
  0.029  |372.359  |  66844  | -49266  |  0.068  | -0.899  | -1.176  |
 -0.069  |372.939  |  66938  | -49353  |  0.077  | -0.896  | -1.165  |
 -0.061  |372.914  |  66937  | -49346  |  0.081  | -0.895  | -1.147  |
 -0.025  |372.564  |  66888  | -49286  |  0.079  | -0.896  | -1.144  |
  0.067  |371.833  |  66778  | -49168  |  0.070  | -0.898  | -1.131  |
  0.173  |371.156  |  66673  | -49062  |  0.061  | -0.901  | -1.128  |
  0.175  |371.041  |  66647  | -49052  |  0.054  | -0.906  | -1.146  |
  0.162  |371.179  |  66664  | -49078  |  0.053  | -0.907  | -1.160  |
  0.107  |371.676  |  66735  | -49162  |  0.058  | -0.905  | -1.168  |
  0.012  |372.359  |  66844  | -49266  |  0.067  | -0.903  | -1.177  |
 -0.059  |372.744  |  66908  | -49322  |  0.073  | -0.900  | -1.161  |
 -0.042  |372.628  |  66895  | -49299  |  0.075  | -0.900  | -1.150  |
