initializing xbee... 
starting print thread... 
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
resetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...

RUNNING: Hold upright to balance.
                 SENSORS               |            MOCAP            |
    θ    |    φ    |  L Enc  |  R Enc  |    X    |    Y    |    ψ    |
 -0.038  | 76.200  |  13770  |  -9991  | -0.033  | -0.938  |  0.058  |
  0.075  | 75.376  |  13644  |  -9860  | -0.033  | -0.948  |  0.062  |
  0.167  | 74.831  |  13564  |  -9770  | -0.032  | -0.957  |  0.065  |
  0.145  | 74.895  |  13569  |  -9785  | -0.033  | -0.963  |  0.046  |
  0.125  | 75.145  |  13590  |  -9842  | -0.031  | -0.961  |  0.029  |
  0.037  | 75.822  |  13691  |  -9952  | -0.030  | -0.954  |  0.005  |
 -0.088  | 76.534  |  13806  | -10059  | -0.030  | -0.945  |  0.010  |
 -0.102  | 76.665  |  13831  | -10075  | -0.030  | -0.940  |  0.033  |
 -0.085  | 76.438  |  13802  | -10033  | -0.030  | -0.941  |  0.044  |
  0.006  | 75.716  |  13694  |  -9916  | -0.030  | -0.949  |  0.056  |
  0.133  | 74.853  |  13564  |  -9777  | -0.030  | -0.960  |  0.061  |
  0.174  | 74.562  |  13524  |  -9726  | -0.029  | -0.969  |  0.065  |
  0.156  | 74.696  |  13541  |  -9751  | -0.031  | -0.971  |  0.054  |
  0.093  | 75.229  |  13611  |  -9847  | -0.029  | -0.966  |  0.045  |
 -0.014  | 75.976  |  13722  |  -9969  | -0.028  | -0.957  |  0.027  |
  0.210  | 75.091  |  13589  |  -9826  | -0.029  | -0.945  |  0.027  |
  0.316  | 75.293  |  13620  |  -9858  | -0.029  | -0.924  |  0.028  |
  0.198  | 76.861  |  13858  | -10109  | -0.029  | -0.897  |  0.019  |
  0.069  | 78.580  |  14131  | -10372  | -0.029  | -0.850  |  0.026  |
  0.108  | 79.783  |  14319  | -10559  | -0.030  | -0.804  |  0.037  |
  0.135  | 81.129  |  14524  | -10774  | -0.033  | -0.743  |  0.009  |
  0.066  | 82.989  |  14814  | -11064  | -0.034  | -0.688  |  0.005  |
  0.039  | 84.628  |  15076  | -11313  | -0.034  | -0.626  |  0.020  |
  0.094  | 86.059  |  15303  | -11532  | -0.034  | -0.555  |  0.048  |
  0.104  | 87.745  |  15559  | -11802  | -0.037  | -0.487  |  0.039  |
  0.062  | 89.689  |  15864  | -12103  | -0.038  | -0.418  |  0.040  |
  0.058  | 91.655  |  16174  | -12406  | -0.039  | -0.341  |  0.048  |
  0.084  | 93.383  |  16439  | -12680  | -0.043  | -0.262  |  0.042  |
  0.066  | 95.327  |  16739  | -12986  | -0.044  | -0.194  |  0.039  |
  0.036  | 97.341  |  17059  | -13294  | -0.044  | -0.118  |  0.047  |
  0.030  | 99.236  |  17353  | -13591  | -0.047  | -0.049  |  0.050  |
 -0.007  |101.298  |  17669  | -13918  | -0.050  |  0.032  |  0.042  |
 -0.268  |104.146  |  18115  | -14360  | -0.052  |  0.101  |  0.044  |
 -0.580  |106.410  |  18466  | -14715  | -0.054  |  0.154  |  0.046  |
 -0.488  |106.365  |  18461  | -14706  | -0.055  |  0.184  |  0.052  |
 -0.354  |105.201  |  18286  | -14518  | -0.054  |  0.183  |  0.058  |
 -0.087  |102.770  |  17912  | -14134  | -0.051  |  0.152  |  0.070  |
  0.293  | 99.797  |  17457  | -13662  | -0.048  |  0.106  |  0.095  |
  0.527  | 97.982  |  17184  | -13369  | -0.044  |  0.059  |  0.072  |
  0.428  | 98.303  |  17227  | -13426  | -0.043  |  0.041  |  0.080  |
  0.212  | 99.787  |  17439  | -13677  | -0.041  |  0.045  |  0.052  |
 -0.108  |101.910  |  17759  | -14019  | -0.043  |  0.066  |  0.051  |
 -0.321  |103.126  |  17952  | -14205  | -0.042  |  0.085  |  0.042  |
 -0.268  |102.626  |  17883  | -14118  | -0.042  |  0.088  |  0.056  |
 -0.086  |101.016  |  17643  | -13856  | -0.041  |  0.070  |  0.080  |
  0.215  | 98.771  |  17299  | -13500  | -0.039  |  0.037  |  0.110  |
  0.423  | 97.325  |  17077  | -13271  | -0.035  |  0.010  |  0.099  |
  0.368  | 97.530  |  17103  | -13309  | -0.033  | -0.004  |  0.101  |
  0.216  | 98.707  |  17270  | -13509  | -0.032  |  0.003  |  0.070  |
 -0.033  |100.503  |  17539  | -13800  | -0.033  |  0.023  |  0.048  |
 -0.237  |101.792  |  17739  | -14002  | -0.035  |  0.042  |  0.045  |
 -0.210  |101.721  |  17736  | -13983  | -0.034  |  0.054  |  0.049  |
 -0.116  |100.923  |  17621  | -13849  | -0.034  |  0.050  |  0.066  |
  0.071  | 99.464  |  17400  | -13615  | -0.033  |  0.032  |  0.101  |
  0.272  | 98.129  |  17197  | -13402  | -0.031  |  0.012  |  0.090  |
  0.279  | 97.889  |  17160  | -13364  | -0.028  | -0.003  |  0.096  |
  0.231  | 98.261  |  17207  | -13433  | -0.028  | -0.005  |  0.088  |
  0.104  | 99.249  |  17346  | -13602  | -0.028  |  0.004  |  0.046  |
 -0.072  |100.416  |  17522  | -13790  | -0.028  |  0.019  |  0.036  |
 -0.135  |100.881  |  17598  | -13859  | -0.029  |  0.031  |  0.040  |
 -0.114  |100.711  |  17580  | -13824  | -0.029  |  0.035  |  0.061  |
 -0.037  |100.002  |  17540  | -13643  | -0.029  |  0.028  |  0.117  |
  0.116  | 98.848  |  17482  | -13341  | -0.029  |  0.020  |  0.339  |
  0.270  | 98.004  |  17486  | -13074  | -0.035  |  0.008  |  0.676  |
  0.271  | 98.222  |  17610  | -13018  | -0.054  | -0.002  |  0.970  |
  0.141  | 99.419  |  17864  | -13137  | -0.074  | -0.000  |  1.172  |
 -0.072  |101.131  |  18182  | -13353  | -0.102  |  0.004  |  1.334  |
 -0.240  |102.334  |  18409  | -13501  | -0.126  |  0.010  |  1.473  |
 -0.200  |102.359  |  18441  | -13477  | -0.146  |  0.014  |  1.580  |
 -0.131  |101.930  |  18399  | -13385  | -0.150  |  0.015  |  1.626  |
 -0.001  |101.032  |  18280  | -13224  | -0.144  |  0.016  |  1.691  |
  0.163  |100.066  |  18138  | -13065  | -0.134  |  0.016  |  1.718  |
  0.159  | 99.986  |  18122  | -13056  | -0.126  |  0.017  |  1.712  |
  0.129  |100.236  |  18152  | -13104  | -0.126  |  0.018  |  1.704  |
  0.044  |100.881  |  18242  | -13215  | -0.132  |  0.018  |  1.678  |
 -0.070  |101.603  |  18349  | -13333  | -0.140  |  0.018  |  1.661  |
 -0.103  |101.837  |  18384  | -13371  | -0.147  |  0.018  |  1.657  |
 -0.096  |101.747  |  18382  | -13345  | -0.149  |  0.018  |  1.670  |
 -0.048  |101.295  |  18325  | -13261  | -0.144  |  0.018  |  1.710  |
  0.072  |100.455  |  18196  | -13128  | -0.135  |  0.019  |  1.725  |
  0.160  | 99.945  |  18115  | -13050  | -0.126  |  0.020  |  1.722  |
  0.137  |100.018  |  18124  | -13064  | -0.121  |  0.021  |  1.709  |
  0.100  |100.336  |  18165  | -13122  | -0.122  |  0.021  |  1.698  |
  0.015  |100.955  |  18252  | -13228  | -0.128  |  0.021  |  1.676  |
 -0.077  |101.481  |  18329  | -13315  | -0.135  |  0.022  |  1.663  |
 -0.081  |101.513  |  18335  | -13319  | -0.139  |  0.021  |  1.661  |
 -0.076  |101.343  |  18319  | -13282  | -0.137  |  0.021  |  1.676  |
  0.007  |100.692  |  18223  | -13175  | -0.130  |  0.022  |  1.697  |
  0.124  | 99.932  |  18108  | -13053  | -0.120  |  0.022  |  1.705  |
  0.152  | 99.707  |  18073  | -13018  | -0.112  |  0.023  |  1.703  |
  0.131  | 99.852  |  18092  | -13044  | -0.110  |  0.023  |  1.698  |
  0.073  |100.310  |  18159  | -13120  | -0.114  |  0.023  |  1.692  |
 -0.017  |100.932  |  18249  | -13224  | -0.121  |  0.023  |  1.678  |
 -0.076  |101.250  |  18295  | -13277  | -0.126  |  0.023  |  1.667  |
 -0.075  |101.199  |  18292  | -13264  | -0.128  |  0.023  |  1.675  |
 -0.032  |100.778  |  18231  | -13194  | -0.123  |  0.023  |  1.688  |
  0.071  |100.038  |  18122  | -13072  | -0.114  |  0.024  |  1.698  |
  0.157  | 99.512  |  18042  | -12988  | -0.106  |  0.024  |  1.704  |
  0.141  | 99.547  |  18045  | -12996  | -0.101  |  0.024  |  1.699  |
  0.114  | 99.691  |  18065  | -13021  | -0.102  |  0.025  |  1.695  |
  0.280  | 99.371  |  18017  | -12969  | -0.112  |  0.024  |  1.690  |
  0.258  |100.227  |  18150  | -13103  | -0.135  |  0.020  |  1.668  |
  0.155  |101.776  |  18382  | -13354  | -0.173  |  0.018  |  1.656  |
  0.077  |103.296  |  18610  | -13600  | -0.214  |  0.015  |  1.637  |
  0.102  |104.550  |  18802  | -13799  | -0.260  |  0.012  |  1.615  |
  0.119  |105.954  |  19026  | -14013  | -0.327  |  0.009  |  1.627  |
  0.060  |107.744  |  19307  | -14290  | -0.382  |  0.006  |  1.638  |
  0.050  |109.338  |  19551  | -14543  | -0.438  |  0.001  |  1.628  |
  0.092  |110.829  |  19781  | -14778  | -0.509  | -0.003  |  1.618  |
  0.092  |112.551  |  20058  | -15038  | -0.576  | -0.006  |  1.632  |
  0.062  |114.440  |  20355  | -15330  | -0.646  | -0.010  |  1.645  |
  0.065  |116.226  |  20629  | -15613  | -0.717  | -0.016  |  1.644  |
  0.078  |118.019  |  20910  | -15891  | -0.791  | -0.021  |  1.641  |
  0.063  |119.988  |  21220  | -16195  | -0.860  | -0.024  |  1.648  |
  0.039  |121.992  |  21529  | -16511  | -0.942  | -0.031  |  1.642  |
  0.030  |123.965  |  21834  | -16821  | -1.012  | -0.036  |  1.633  |
 -0.008  |126.078  |  22167  | -17147  | -1.096  | -0.039  |  1.644  |
 -0.259  |128.945  |  22613  | -17595  | -1.167  | -0.045  |  1.645  |
 -0.576  |131.353  |  22984  | -17975  | -1.223  | -0.051  |  1.639  |
 -0.458  |131.382  |  22987  | -17981  | -1.259  | -0.052  |  1.660  |
 -0.369  |130.706  |  22889  | -17868  | -1.267  | -0.052  |  1.661  |
 -0.188  |128.868  |  22613  | -17571  | -1.243  | -0.049  |  1.687  |
  0.125  |126.126  |  22188  | -17141  | -1.202  | -0.044  |  1.687  |
  0.477  |123.519  |  21785  | -16731  | -1.154  | -0.038  |  1.678  |
  0.450  |123.301  |  21755  | -16693  | -1.122  | -0.038  |  1.700  |
  0.268  |124.446  |  21929  | -16876  | -1.120  | -0.037  |  1.702  |
 -0.022  |126.357  |  22220  | -17181  | -1.137  | -0.037  |  1.702  |
 -0.273  |127.781  |  22433  | -17412  | -1.152  | -0.041  |  1.650  |
 -0.260  |127.688  |  22413  | -17403  | -1.160  | -0.042  |  1.661  |
 -0.154  |126.671  |  22257  | -17242  | -1.152  | -0.041  |  1.655  |
  0.081  |124.811  |  21973  | -16946  | -1.127  | -0.038  |  1.660  |
  0.324  |123.102  |  21715  | -16671  | -1.102  | -0.037  |  1.663  |
  0.336  |122.772  |  21668  | -16615  | -1.079  | -0.038  |  1.695  |
  0.246  |123.365  |  21755  | -16713  | -1.076  | -0.037  |  1.691  |
  0.076  |124.616  |  21949  | -16909  | -1.087  | -0.037  |  1.689  |
 -0.130  |125.886  |  22145  | -17109  | -1.103  | -0.037  |  1.686  |
 -0.156  |126.184  |  22185  | -17162  | -1.116  | -0.041  |  1.654  |
 -0.121  |125.879  |  22139  | -17113  | -1.117  | -0.041  |  1.646  |
 -0.013  |124.984  |  22002  | -16971  | -1.108  | -0.040  |  1.649  |
  0.148  |123.795  |  21821  | -16781  | -1.092  | -0.038  |  1.650  |
  0.241  |123.128  |  21722  | -16672  | -1.078  | -0.038  |  1.660  |
  0.212  |123.227  |  21736  | -16689  | -1.071  | -0.038  |  1.665  |
  0.133  |123.843  |  21830  | -16787  | -1.075  | -0.038  |  1.661  |
  0.011  |124.725  |  21967  | -16925  | -1.084  | -0.038  |  1.674  |
 -0.086  |125.318  |  22058  | -17019  | -1.093  | -0.038  |  1.702  |
 -0.065  |125.276  |  22051  | -17013  | -1.099  | -0.039  |  1.684  |
 -0.030  |124.988  |  22066  | -16908  | -1.098  | -0.039  |  1.711  |
  0.047  |124.324  |  22063  | -16704  | -1.095  | -0.041  |  1.923  |
  0.138  |123.618  |  22066  | -16481  | -1.089  | -0.046  |  2.193  |
  0.218  |123.205  |  22079  | -16339  | -1.083  | -0.051  |  2.447  |
  0.187  |123.570  |  22170  | -16362  | -1.080  | -0.059  |  2.583  |
  0.075  |124.548  |  22363  | -16474  | -1.085  | -0.075  |  2.654  |
 -0.088  |125.741  |  22600  | -16609  | -1.089  | -0.096  |  2.779  |
 -0.155  |126.360  |  22742  | -16660  | -1.095  | -0.114  |  2.917  |
 -0.117  |126.296  |  22758  | -16624  | -1.098  | -0.126  |  3.014  |
 -0.066  |125.947  |  22733  | -16540  | -1.098  | -0.129  |  3.072  |
  0.027  |125.305  |  22668  | -16405  | -1.098  | -0.124  | -3.122  |
  0.129  |124.760  |  22607  | -16296  | -1.096  | -0.120  | -3.036  |
  0.135  |124.779  |  22608  | -16301  | -1.096  | -0.119  | -3.016  |
  0.097  |125.177  |  22663  | -16370  | -1.097  | -0.124  | -3.043  |
  0.002  |125.934  |  22775  | -16494  | -1.095  | -0.133  | -3.049  |
 -0.097  |126.594  |  22876  | -16599  | -1.094  | -0.143  | -3.063  |
 -0.091  |126.694  |  22895  | -16611  | -1.093  | -0.150  | -3.052  |
 -0.096  |126.642  |  22889  | -16601  | -1.093  | -0.152  | -3.045  |
 -0.045  |126.158  |  22816  | -16523  | -1.094  | -0.146  | -3.037  |
  0.067  |125.347  |  22692  | -16394  | -1.095  | -0.137  | -3.034  |
  0.160  |124.818  |  22609  | -16312  | -1.097  | -0.127  | -3.032  |
  0.138  |124.933  |  22622  | -16335  | -1.099  | -0.125  | -3.063  |
  0.082  |125.385  |  22689  | -16409  | -1.098  | -0.128  | -3.071  |
 -0.012  |126.081  |  22795  | -16520  | -1.096  | -0.135  | -3.064  |
 -0.093  |126.556  |  22871  | -16592  | -1.096  | -0.142  | -3.060  |
 -0.083  |126.566  |  22871  | -16595  | -1.095  | -0.148  | -3.054  |
 -0.077  |126.360  |  22841  | -16561  | -1.095  | -0.145  | -3.056  |
  0.010  |125.661  |  22737  | -16447  | -1.096  | -0.137  | -3.049  |
  0.131  |124.885  |  22618  | -16324  | -1.097  | -0.127  | -3.040  |
  0.154  |124.702  |  22592  | -16293  | -1.100  | -0.121  | -3.059  |
  0.122  |124.949  |  22630  | -16332  | -1.100  | -0.120  | -3.052  |
  0.045  |125.552  |  22719  | -16431  | -1.098  | -0.125  | -3.037  |
 -0.060  |126.193  |  22814  | -16536  | -1.097  | -0.132  | -3.054  |
 -0.077  |126.389  |  22847  | -16564  | -1.096  | -0.139  | -3.052  |
 -0.082  |126.373  |  22844  | -16562  | -1.096  | -0.141  | -3.045  |
 -0.053  |126.011  |  22789  | -16504  | -1.096  | -0.135  | -3.050  |
  0.050  |125.225  |  22670  | -16378  | -1.097  | -0.127  | -3.045  |
  0.159  |124.577  |  22570  | -16276  | -1.099  | -0.117  | -3.038  |
  0.148  |124.574  |  22571  | -16274  | -1.101  | -0.113  | -3.058  |
  0.108  |124.895  |  22617  | -16328  | -1.101  | -0.114  | -3.059  |
  0.022  |125.520  |  22712  | -16428  | -1.099  | -0.119  | -3.046  |
  0.225  |124.721  |  22585  | -16306  | -1.098  | -0.129  | -3.056  |
  0.316  |125.055  |  22634  | -16361  | -1.098  | -0.149  | -3.068  |
  0.192  |126.735  |  22887  | -16632  | -1.096  | -0.181  | -3.082  |
  0.085  |128.628  |  23187  | -16922  | -1.092  | -0.236  | -3.067  |
  0.109  |129.936  |  23390  | -17127  | -1.089  | -0.287  | -3.066  |
  0.103  |131.514  |  23636  | -17373  | -1.083  | -0.351  | -3.067  |
  0.047  |133.367  |  23926  | -17661  | -1.080  | -0.410  | -3.062  |
  0.071  |134.929  |  24175  | -17899  | -1.075  | -0.475  | -3.055  |
  0.099  |136.542  |  24425  | -18152  | -1.070  | -0.538  | -3.055  |
  0.065  |138.495  |  24731  | -18455  | -1.064  | -0.614  | -3.054  |
  0.056  |140.423  |  25031  | -18756  | -1.057  | -0.694  | -3.055  |
  0.082  |142.209  |  25311  | -19033  | -1.051  | -0.770  | -3.048  |
  0.074  |144.207  |  25623  | -19344  | -1.046  | -0.842  | -3.046  |
  0.043  |146.384  |  25961  | -19685  | -1.037  | -0.928  | -3.048  |
  0.035  |148.456  |  26285  | -20007  | -1.032  | -1.003  | -3.047  |
  0.007  |150.614  |  26621  | -20344  | -1.024  | -1.092  | -3.054  |
 -0.218  |153.603  |  27086  | -20811  | -1.017  | -1.162  | -3.057  |
 -0.592  |156.429  |  27526  | -21252  | -1.011  | -1.225  | -3.035  |
 -0.493  |156.785  |  27577  | -21312  | -1.007  | -1.269  | -3.041  |
 -0.422  |156.457  |  27531  | -21256  | -1.005  | -1.288  | -3.043  |
 -0.310  |155.069  |  27325  | -21029  | -1.008  | -1.273  | -3.031  |
 -0.044  |152.430  |  26921  | -20610  | -1.012  | -1.232  | -3.018  |
  0.327  |149.351  |  26444  | -20127  | -1.019  | -1.180  | -3.013  |
  0.554  |147.478  |  26156  | -19831  | -1.026  | -1.131  | -3.023  |
  0.448  |147.799  |  26199  | -19888  | -1.030  | -1.105  | -3.021  |
  0.217  |149.344  |  26422  | -20147  | -1.030  | -1.111  | -3.040  |
 -0.128  |151.544  |  26758  | -20497  | -1.030  | -1.130  | -3.063  |
 -0.326  |152.728  |  26942  | -20682  | -1.028  | -1.147  | -3.060  |
 -0.279  |152.295  |  26881  | -20608  | -1.028  | -1.151  | -3.047  |
 -0.111  |150.749  |  26650  | -20357  | -1.030  | -1.134  | -3.031  |
  0.190  |148.453  |  26295  | -19996  | -1.034  | -1.105  | -3.024  |
  0.433  |146.833  |  26048  | -19738  | -1.038  | -1.075  | -3.024  |
  0.373  |147.051  |  26080  | -19774  | -1.039  | -1.058  | -3.008  |
  0.216  |148.302  |  26257  | -19987  | -1.040  | -1.068  | -3.035  |
 -0.054  |150.204  |  26544  | -20293  | -1.038  | -1.087  | -3.058  |
 -0.260  |151.516  |  26750  | -20496  | -1.036  | -1.109  | -3.064  |
 -0.227  |151.407  |  26738  | -20474  | -1.036  | -1.119  | -3.052  |
 -0.119  |150.505  |  26606  | -20325  | -1.037  | -1.114  | -3.038  |
  0.090  |148.931  |  26366  | -20074  | -1.040  | -1.097  | -3.026  |
  0.296  |147.619  |  26168  | -19863  | -1.041  | -1.077  | -3.010  |
  0.289  |147.494  |  26148  | -19844  | -1.043  | -1.063  | -3.005  |
  0.225  |148.001  |  26214  | -19936  | -1.044  | -1.063  | -3.022  |
  0.063  |149.174  |  26385  | -20131  | -1.044  | -1.074  | -3.052  |
 -0.128  |150.358  |  26568  | -20317  | -1.044  | -1.089  | -3.079  |
 -0.140  |150.582  |  26609  | -20346  | -1.042  | -1.100  | -3.056  |
 -0.099  |150.265  |  26606  | -20250  | -1.043  | -1.102  | -3.035  |
 -0.003  |149.389  |  26577  | -20006  | -1.043  | -1.099  | -2.823  |
  0.164  |148.203  |  26518  | -19695  | -1.041  | -1.090  | -2.529  |
  0.276  |147.574  |  26541  | -19476  | -1.033  | -1.076  | -2.187  |
  0.246  |148.014  |  26669  | -19485  | -1.019  | -1.068  | -1.969  |
  0.107  |149.309  |  26921  | -19637  | -0.996  | -1.069  | -1.864  |
 -0.104  |150.993  |  27222  | -19861  | -0.966  | -1.071  | -1.722  |
 -0.244  |152.035  |  27429  | -19979  | -0.940  | -1.075  | -1.633  |
 -0.193  |151.875  |  27431  | -19927  | -0.926  | -1.077  | -1.534  |
 -0.104  |151.188  |  27353  | -19791  | -0.927  | -1.077  | -1.470  |
  0.054  |150.037  |  27185  | -19600  | -0.940  | -1.078  | -1.414  |
  0.199  |149.104  |  27039  | -19455  | -0.953  | -1.080  | -1.417  |
  0.184  |149.053  |  27023  | -19455  | -0.965  | -1.081  | -1.396  |
  0.153  |149.338  |  27054  | -19513  | -0.964  | -1.082  | -1.419  |
  0.060  |150.101  |  27160  | -19645  | -0.957  | -1.082  | -1.451  |
 -0.077  |151.006  |  27297  | -19790  | -0.946  | -1.079  | -1.498  |
 -0.129  |151.333  |  27352  | -19837  | -0.938  | -1.083  | -1.483  |
 -0.114  |151.153  |  27338  | -19795  | -0.936  | -1.083  | -1.452  |
 -0.037  |150.464  |  27239  | -19679  | -0.943  | -1.084  | -1.420  |
  0.102  |149.460  |  27085  | -19520  | -0.956  | -1.086  | -1.410  |
  0.191  |148.873  |  26993  | -19429  | -0.969  | -1.091  | -1.394  |
  0.173  |148.918  |  26993  | -19443  | -0.974  | -1.094  | -1.381  |
  0.137  |149.293  |  27036  | -19517  | -0.971  | -1.094  | -1.416  |
  0.024  |150.146  |  27160  | -19659  | -0.963  | -1.094  | -1.454  |
 -0.108  |150.925  |  27280  | -19782  | -0.955  | -1.090  | -1.503  |
 -0.111  |150.990  |  27300  | -19782  | -0.947  | -1.089  | -1.478  |
 -0.085  |150.691  |  27261  | -19728  | -0.948  | -1.089  | -1.456  |
  0.009  |149.915  |  27144  | -19603  | -0.958  | -1.090  | -1.448  |
  0.147  |149.001  |  27007  | -19455  | -0.971  | -1.092  | -1.439  |
  0.182  |148.677  |  26958  | -19403  | -0.981  | -1.094  | -1.434  |
  0.163  |148.812  |  26972  | -19431  | -0.984  | -1.094  | -1.441  |
  0.107  |149.319  |  27042  | -19519  | -0.979  | -1.094  | -1.463  |
 -0.001  |150.137  |  27162  | -19654  | -0.969  | -1.089  | -1.495  |
 -0.103  |150.733  |  27254  | -19748  | -0.961  | -1.089  | -1.503  |
 -0.099  |150.733  |  27261  | -19741  | -0.954  | -1.093  | -1.476  |
 -0.059  |150.316  |  27202  | -19670  | -0.958  | -1.093  | -1.459  |
  0.054  |149.460  |  27077  | -19528  | -0.968  | -1.095  | -1.438  |
  0.175  |148.687  |  26961  | -19403  | -0.979  | -1.095  | -1.434  |
  0.173  |148.604  |  26945  | -19393  | -0.987  | -1.097  | -1.425  |
  0.240  |148.453  |  26914  | -19377  | -0.986  | -1.097  | -1.450  |
  0.247  |148.889  |  26974  | -19453  | -0.976  | -1.098  | -1.473  |
  0.193  |149.928  |  27128  | -19623  | -0.952  | -1.096  | -1.491  |
  0.124  |151.253  |  27330  | -19834  | -0.918  | -1.095  | -1.503  |
  0.065  |152.612  |  27550  | -20038  | -0.875  | -1.091  | -1.511  |
  0.079  |153.716  |  27732  | -20200  | -0.824  | -1.090  | -1.465  |
  0.104  |154.848  |  27911  | -20374  | -0.775  | -1.085  | -1.457  |
  0.085  |156.294  |  28130  | -20606  | -0.725  | -1.080  | -1.468  |
  0.044  |157.853  |  28370  | -20852  | -0.676  | -1.075  | -1.477  |
  0.058  |159.167  |  28581  | -21051  | -0.618  | -1.072  | -1.494  |
  0.081  |160.489  |  28793  | -21251  | -0.561  | -1.067  | -1.485  |
  0.082  |161.973  |  29021  | -21486  | -0.504  | -1.061  | -1.460  |
  0.061  |163.593  |  29267  | -21745  | -0.444  | -1.055  | -1.472  |
  0.060  |165.129  |  29507  | -21984  | -0.383  | -1.051  | -1.475  |
  0.065  |166.662  |  29751  | -22218  | -0.320  | -1.047  | -1.471  |
  0.071  |168.246  |  29997  | -22466  | -0.257  | -1.041  | -1.472  |
  0.055  |169.940  |  30255  | -22736  | -0.193  | -1.034  | -1.481  |
  0.036  |171.639  |  30522  | -22999  | -0.128  | -1.030  | -1.483  |
  0.027  |173.441  |  30809  | -23274  | -0.058  | -1.026  | -1.476  |
  0.020  |175.061  |  31057  | -23531  |  0.011  | -1.020  | -1.474  |
 -0.154  |177.306  |  31404  | -23884  |  0.064  | -1.014  | -1.486  |
 -0.447  |179.435  |  31740  | -24212  |  0.113  | -1.012  | -1.464  |
 -0.469  |179.657  |  31772  | -24249  |  0.136  | -1.009  | -1.479  |
 -0.346  |178.319  |  31563  | -24041  |  0.126  | -1.010  | -1.490  |
 -0.075  |175.670  |  31156  | -23622  |  0.081  | -1.014  | -1.477  |
  0.312  |172.467  |  30666  | -23113  |  0.033  | -1.016  | -1.487  |
  0.612  |170.270  |  30330  | -22764  | -0.020  | -1.023  | -1.461  |
  0.550  |170.485  |  30373  | -22788  | -0.047  | -1.021  | -1.428  |
  0.326  |172.316  |  30657  | -23075  | -0.033  | -1.018  | -1.411  |
 -0.043  |175.212  |  31092  | -23543  |  0.004  | -1.012  | -1.406  |
 -0.428  |177.643  |  31459  | -23934  |  0.039  | -1.004  | -1.442  |
 -0.447  |177.752  |  31473  | -23954  |  0.059  | -1.002  | -1.455  |
 -0.266  |176.145  |  31230  | -23696  |  0.049  | -1.004  | -1.449  |
  0.077  |173.320  |  30801  | -23244  |  0.015  | -1.006  | -1.447  |
  0.475  |170.571  |  30374  | -22814  | -0.029  | -1.015  | -1.448  |
  0.561  |169.882  |  30277  | -22696  | -0.063  | -1.017  | -1.421  |
  0.425  |171.007  |  30449  | -22875  | -0.061  | -1.015  | -1.402  |
  0.119  |173.554  |  30836  | -23282  | -0.031  | -1.011  | -1.402  |
 -0.290  |176.389  |  31263  | -23739  |  0.008  | -1.003  | -1.417  |
 -0.459  |177.495  |  31432  | -23915  |  0.038  | -0.999  | -1.420  |
 -0.345  |176.578  |  31297  | -23764  |  0.040  | -0.999  | -1.412  |
 -0.056  |174.182  |  30938  | -23376  |  0.017  | -1.002  | -1.395  |
  0.365  |171.258  |  30482  | -22920  | -0.019  | -1.011  | -1.401  |
  0.577  |169.843  |  30269  | -22692  | -0.057  | -1.016  | -1.387  |
  0.493  |170.549  |  30380  | -22801  | -0.064  | -1.016  | -1.369  |
  0.202  |173.089  |  30771  | -23202  | -0.034  | -1.011  | -1.364  |
 -0.189  |176.106  |  31225  | -23689  |  0.009  | -1.002  | -1.373  |
 -0.490  |177.995  |  31510  | -23993  |  0.044  | -0.994  | -1.394  |
 -0.422  |177.530  |  31438  | -23920  |  0.058  | -0.991  | -1.396  |
 -0.220  |175.629  |  31170  | -23595  |  0.040  | -0.994  | -1.393  |
  0.062  |172.941  |  30809  | -23118  |  0.001  | -1.001  | -1.307  |
  0.452  |169.975  |  30430  | -22572  | -0.044  | -1.016  | -1.142  |
  0.636  |168.734  |  30375  | -22240  | -0.089  | -1.013  | -0.904  |
  0.474  |169.827  |  30630  | -22326  | -0.115  | -1.004  | -0.692  |
  0.182  |171.889  |  31000  | -22599  | -0.112  | -0.984  | -0.601  |
 -0.149  |174.205  |  31412  | -22909  | -0.102  | -0.950  | -0.453  |
 -0.294  |175.350  |  31639  | -23039  | -0.089  | -0.926  | -0.310  |
 -0.198  |175.042  |  31621  | -22961  | -0.081  | -0.909  | -0.218  |
 -0.046  |174.134  |  31517  | -22782  | -0.080  | -0.908  | -0.131  |
  0.153  |172.996  |  31375  | -22569  | -0.083  | -0.913  | -0.053  |
  0.228  |172.627  |  31332  | -22497  | -0.084  | -0.918  |  0.024  |
  0.201  |173.018  |  31384  | -22567  | -0.085  | -0.915  |  0.024  |
  0.085  |174.076  |  31539  | -22742  | -0.085  | -0.901  | -0.015  |
 -0.086  |175.404  |  31745  | -22950  | -0.083  | -0.881  | -0.009  |
 -0.179  |176.122  |  31856  | -23063  | -0.082  | -0.864  | -0.005  |
 -0.144  |176.055  |  31847  | -23051  | -0.081  | -0.854  | -0.010  |
 -0.084  |175.609  |  31787  | -22972  | -0.081  | -0.855  |  0.006  |
  0.041  |174.711  |  31651  | -22828  | -0.082  | -0.863  |  0.023  |
  0.174  |173.894  |  31525  | -22699  | -0.083  | -0.875  |  0.009  |
  0.163  |173.881  |  31525  | -22695  | -0.083  | -0.882  |  0.011  |
